chunk_index,dataset,status,http_status,run_time_count,first_run_time,last_run_time,row_count,forecast_wide_rows_upserted,estimated_credits_consumed,expected_credits,expected_rows,elapsed_seconds,request_sha256,chunk_id,raw_path,source,sanity_issue_count,sanity_issues,error_class,error_message
11,gefsatmos,completed,200,5,2020-10-11T18:00:00Z,2020-10-15T18:00:00Z,1240,1240,1240,1240,1240,11.814,8d71d88a340b641184796a4059feb19fd63b820402fe49d246325bcac45e3456,batch_smoke_10w_gefsatmos_8d71d88a340b,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/gefsatmos/run_window_utc=20201011_180000_to_20201015_180000/8d71d88a340b641184796a4059feb19fd63b820402fe49d246325bcac45e3456.ndjson.gz,api_fetched,0,,,
12,gefsatmos,completed,200,5,2020-10-16T18:00:00Z,2020-10-20T18:00:00Z,1240,1240,1240,1240,1240,11.715,201b9a497a446b811b479b9af1beed8cfbd2ce189d64f54d670d9b32ba13ad79,batch_smoke_10w_gefsatmos_201b9a497a44,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/gefsatmos/run_window_utc=20201016_180000_to_20201020_180000/201b9a497a446b811b479b9af1beed8cfbd2ce189d64f54d670d9b32ba13ad79.ndjson.gz,api_fetched,0,,,
13,gefsatmos,completed,200,5,2020-10-21T18:00:00Z,2020-10-25T18:00:00Z,1240,1240,1240,1240,1240,11.302,bf4ba01df896d409b0cf053b9ef23fb6564846feba387a8a7f68cea78dbfa099,batch_smoke_10w_gefsatmos_bf4ba01df896,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/gefsatmos/run_window_utc=20201021_180000_to_20201025_180000/bf4ba01df896d409b0cf053b9ef23fb6564846feba387a8a7f68cea78dbfa099.ndjson.gz,api_fetched,0,,,
14,gefsatmos,completed,200,5,2020-10-26T18:00:00Z,2020-10-30T18:00:00Z,1240,1240,1240,1240,1240,11.557,f80595cc7843f076f1f173def80c9429b3e6475ed2459f6537977b79ef2ff203,batch_smoke_10w_gefsatmos_f80595cc7843,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/gefsatmos/run_window_utc=20201026_180000_to_20201030_180000/f80595cc7843f076f1f173def80c9429b3e6475ed2459f6537977b79ef2ff203.ndjson.gz,api_fetched,0,,,
15,gefsatmos,completed,200,5,2020-10-31T18:00:00Z,2020-11-04T18:00:00Z,1240,1240,1240,1240,1240,12.572,0a81cff062d1ab80b27dc0e13c12786f76223f955e9da48e16a2974a39884f61,batch_smoke_10w_gefsatmos_0a81cff062d1,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/gefsatmos/run_window_utc=20201031_180000_to_20201104_180000/0a81cff062d1ab80b27dc0e13c12786f76223f955e9da48e16a2974a39884f61.ndjson.gz,api_fetched,0,,,
16,gefsatmos,completed,200,5,2020-11-05T18:00:00Z,2020-11-09T18:00:00Z,1240,1240,1240,1240,1240,10.6,41476d117aa919014d6ce6a89b1fab88b6f7ebecdcef87437dd5f72e74bbc1a8,batch_smoke_10w_gefsatmos_41476d117aa9,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/gefsatmos/run_window_utc=20201105_180000_to_20201109_180000/41476d117aa919014d6ce6a89b1fab88b6f7ebecdcef87437dd5f72e74bbc1a8.ndjson.gz,api_fetched,0,,,
17,gefsatmos,completed,200,5,2020-11-10T18:00:00Z,2020-11-14T18:00:00Z,1240,1240,1240,1240,1240,19.844,fd919008fcf5ce64b84fc2bfec2feb97a6019dd805c0afc2aaf414314556d250,batch_smoke_10w_gefsatmos_fd919008fcf5,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/gefsatmos/run_window_utc=20201110_180000_to_20201114_180000/fd919008fcf5ce64b84fc2bfec2feb97a6019dd805c0afc2aaf414314556d250.ndjson.gz,api_fetched,0,,,
18,gefsatmos,completed,200,5,2020-11-15T18:00:00Z,2020-11-19T18:00:00Z,1240,1240,1240,1240,1240,7.906,ee15c81f5bb32af6888c9886cca937f92318fe0d52faf9eb5286485ca781fd0f,batch_smoke_10w_gefsatmos_ee15c81f5bb3,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/gefsatmos/run_window_utc=20201115_180000_to_20201119_180000/ee15c81f5bb32af6888c9886cca937f92318fe0d52faf9eb5286485ca781fd0f.ndjson.gz,api_fetched,0,,,
19,gefsatmos,completed,200,5,2020-11-20T18:00:00Z,2020-11-24T18:00:00Z,1240,1240,1240,1240,1240,10.56,e7aa0563aaa788b1d5906e73f29d4859334758bc97caa7f4fb2f99012c0de839,batch_smoke_10w_gefsatmos_e7aa0563aaa7,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/gefsatmos/run_window_utc=20201120_180000_to_20201124_180000/e7aa0563aaa788b1d5906e73f29d4859334758bc97caa7f4fb2f99012c0de839.ndjson.gz,api_fetched,0,,,
20,gefsatmos,completed,200,5,2020-11-25T18:00:00Z,2020-11-29T18:00:00Z,1240,1240,1240,1240,1240,11.689,b6bbba1718059cc401b4ba71956c781f5a664ae371f154d9cc643c5039fa04b6,batch_smoke_10w_gefsatmos_b6bbba171805,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/gefsatmos/run_window_utc=20201125_180000_to_20201129_180000/b6bbba1718059cc401b4ba71956c781f5a664ae371f154d9cc643c5039fa04b6.ndjson.gz,api_fetched,0,,,
21,gefsatmos,completed,200,5,2020-11-30T18:00:00Z,2020-12-04T18:00:00Z,1240,1240,1240,1240,1240,11.416,bf80b3e910caa4e7ff752dd262c17085d29ecdaa4ba2891536b76fda425dea8d,batch_smoke_10w_gefsatmos_bf80b3e910ca,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/gefsatmos/run_window_utc=20201130_180000_to_20201204_180000/bf80b3e910caa4e7ff752dd262c17085d29ecdaa4ba2891536b76fda425dea8d.ndjson.gz,api_fetched,0,,,
22,gefsatmos,completed,200,5,2020-12-05T18:00:00Z,2020-12-09T18:00:00Z,1240,1240,1240,1240,1240,12.108,6c05101b267661d9c97a02cf7cfa73693259b5acfb85f21441755e2606b3a6a1,batch_smoke_10w_gefsatmos_6c05101b2676,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/gefsatmos/run_window_utc=20201205_180000_to_20201209_180000/6c05101b267661d9c97a02cf7cfa73693259b5acfb85f21441755e2606b3a6a1.ndjson.gz,api_fetched,0,,,
23,ifsoper,completed,200,14,2024-02-28T18:00:00Z,2024-03-12T18:00:00Z,1512,1512,1512,1512,1512,22.471,fae9019de7b3ec4c056182e6501f3bd4e7bd62566a5e4a230b19a572a2764ca7,batch_smoke_10w_ifsoper_fae9019de7b3,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsoper/run_window_utc=20240228_180000_to_20240312_180000/fae9019de7b3ec4c056182e6501f3bd4e7bd62566a5e4a230b19a572a2764ca7.ndjson.gz,api_fetched,0,,,
24,ifsoper,completed,200,14,2024-03-13T18:00:00Z,2024-03-26T18:00:00Z,1512,1512,1512,1512,1512,20.326,dd4d03495f9941d8c718de9a97c64ea31bf12a6c728e55749a7a009a313435b4,batch_smoke_10w_ifsoper_dd4d03495f99,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsoper/run_window_utc=20240313_180000_to_20240326_180000/dd4d03495f9941d8c718de9a97c64ea31bf12a6c728e55749a7a009a313435b4.ndjson.gz,api_fetched,0,,,
25,ifsoper,completed,200,14,2024-03-27T18:00:00Z,2024-04-09T18:00:00Z,1512,1512,1512,1512,1512,20.025,295b8c430842fd9cd35fcf5bb7bab93b87de4736e0a283787123578d44cb11a3,batch_smoke_10w_ifsoper_295b8c430842,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsoper/run_window_utc=20240327_180000_to_20240409_180000/295b8c430842fd9cd35fcf5bb7bab93b87de4736e0a283787123578d44cb11a3.ndjson.gz,api_fetched,0,,,
26,ifsoper,completed,200,14,2024-04-10T18:00:00Z,2024-04-23T18:00:00Z,1512,1512,1512,1512,1512,20.377,f89d497e0c1b01783c410f93dc6b3579a9b08125f9665869b179e1ee62216013,batch_smoke_10w_ifsoper_f89d497e0c1b,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsoper/run_window_utc=20240410_180000_to_20240423_180000/f89d497e0c1b01783c410f93dc6b3579a9b08125f9665869b179e1ee62216013.ndjson.gz,api_fetched,0,,,
27,ifsoper,completed,200,14,2024-04-24T18:00:00Z,2024-05-07T18:00:00Z,1512,1512,1512,1512,1512,19.364,5045cce179291a5b29f8c8ba32a4d24c99a3b15f97654f0247324cf373a3dfe5,batch_smoke_10w_ifsoper_5045cce17929,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsoper/run_window_utc=20240424_180000_to_20240507_180000/5045cce179291a5b29f8c8ba32a4d24c99a3b15f97654f0247324cf373a3dfe5.ndjson.gz,api_fetched,0,,,
28,ifsenfo,completed,200,5,2024-03-01T18:00:00Z,2024-03-05T18:00:00Z,2040,2040,2040,2040,2040,22.91,94aaf52757dec39076c03def082d30aae9555d25ba6208cd4f3232eb7ee7162f,batch_smoke_10w_ifsenfo_94aaf52757de,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsenfo/run_window_utc=20240301_180000_to_20240305_180000/94aaf52757dec39076c03def082d30aae9555d25ba6208cd4f3232eb7ee7162f.ndjson.gz,api_fetched,0,,,
29,ifsenfo,completed,200,5,2024-03-06T18:00:00Z,2024-03-10T18:00:00Z,2040,2040,2040,2040,2040,23.193,03c25cc45c935df0a1f90b4e7ac6b019791d7c8a41c126af9fb365535b93c5c3,batch_smoke_10w_ifsenfo_03c25cc45c93,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsenfo/run_window_utc=20240306_180000_to_20240310_180000/03c25cc45c935df0a1f90b4e7ac6b019791d7c8a41c126af9fb365535b93c5c3.ndjson.gz,api_fetched,0,,,
30,ifsenfo,completed,200,5,2024-03-11T18:00:00Z,2024-03-15T18:00:00Z,2040,2040,2040,2040,2040,23.592,ff9d0af42595ec3569d1b6fa18dbd5a7aace131f8569846a96089fa469c4bb06,batch_smoke_10w_ifsenfo_ff9d0af42595,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsenfo/run_window_utc=20240311_180000_to_20240315_180000/ff9d0af42595ec3569d1b6fa18dbd5a7aace131f8569846a96089fa469c4bb06.ndjson.gz,api_fetched,0,,,
31,ifsenfo,completed,200,5,2024-03-16T18:00:00Z,2024-03-20T18:00:00Z,2040,2040,2040,2040,2040,24.209,d47b68dce12da6fddeb104320e2263a685e5718acd74d66dadcdbafe212079b8,batch_smoke_10w_ifsenfo_d47b68dce12d,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsenfo/run_window_utc=20240316_180000_to_20240320_180000/d47b68dce12da6fddeb104320e2263a685e5718acd74d66dadcdbafe212079b8.ndjson.gz,api_fetched,0,,,
32,ifsenfo,completed,200,5,2024-03-21T18:00:00Z,2024-03-25T18:00:00Z,2040,2040,2040,2040,2040,23.873,f1253f48b04c39b7bad11ee0fd3c45c843b7da3edfe3e2e40126d28317d2a344,batch_smoke_10w_ifsenfo_f1253f48b04c,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsenfo/run_window_utc=20240321_180000_to_20240325_180000/f1253f48b04c39b7bad11ee0fd3c45c843b7da3edfe3e2e40126d28317d2a344.ndjson.gz,api_fetched,0,,,
33,ifsenfo,completed,200,5,2024-03-26T18:00:00Z,2024-03-30T18:00:00Z,2040,2040,2040,2040,2040,23.568,c3041a8b12475bd9cf9783ea0ec5e96763d4c44ea8f14fda617ca17d2c6d2759,batch_smoke_10w_ifsenfo_c3041a8b1247,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsenfo/run_window_utc=20240326_180000_to_20240330_180000/c3041a8b12475bd9cf9783ea0ec5e96763d4c44ea8f14fda617ca17d2c6d2759.ndjson.gz,api_fetched,0,,,
34,ifsenfo,completed,200,5,2024-03-31T18:00:00Z,2024-04-04T18:00:00Z,2040,2040,2040,2040,2040,24.009,849a63b748e407f3e3e40f4e1ba99c842c3bde760ec16f39f548b016f0dcba29,batch_smoke_10w_ifsenfo_849a63b748e4,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsenfo/run_window_utc=20240331_180000_to_20240404_180000/849a63b748e407f3e3e40f4e1ba99c842c3bde760ec16f39f548b016f0dcba29.ndjson.gz,api_fetched,0,,,
35,ifsenfo,completed,200,5,2024-04-05T18:00:00Z,2024-04-09T18:00:00Z,2040,2040,2040,2040,2040,24.068,c70ffe645430f5b207f44caf35fdca2fee477f7c73cb478302b644ddf3b1e486,batch_smoke_10w_ifsenfo_c70ffe645430,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsenfo/run_window_utc=20240405_180000_to_20240409_180000/c70ffe645430f5b207f44caf35fdca2fee477f7c73cb478302b644ddf3b1e486.ndjson.gz,api_fetched,0,,,
36,ifsenfo,completed,200,5,2024-04-10T18:00:00Z,2024-04-14T18:00:00Z,2040,2040,2040,2040,2040,23.777,09b6e03420260f6d5a77b9480f67b2a74697c05d65168e12a1ebfd4401614ddc,batch_smoke_10w_ifsenfo_09b6e0342026,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsenfo/run_window_utc=20240410_180000_to_20240414_180000/09b6e03420260f6d5a77b9480f67b2a74697c05d65168e12a1ebfd4401614ddc.ndjson.gz,api_fetched,0,,,
37,ifsenfo,completed,200,5,2024-04-15T18:00:00Z,2024-04-19T18:00:00Z,2040,2040,2040,2040,2040,23.177,9c428fba84dff5195170a1be9011420fbd4816b94ed655d31154862e9908920f,batch_smoke_10w_ifsenfo_9c428fba84df,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsenfo/run_window_utc=20240415_180000_to_20240419_180000/9c428fba84dff5195170a1be9011420fbd4816b94ed655d31154862e9908920f.ndjson.gz,api_fetched,0,,,
38,ifsenfo,completed,200,5,2024-04-20T18:00:00Z,2024-04-24T18:00:00Z,2040,2040,2040,2040,2040,23.689,fda2420cca7ff93b78c89c2fe98e017dff466be0edbb4ad68b16b3dc751ce582,batch_smoke_10w_ifsenfo_fda2420cca7f,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsenfo/run_window_utc=20240420_180000_to_20240424_180000/fda2420cca7ff93b78c89c2fe98e017dff466be0edbb4ad68b16b3dc751ce582.ndjson.gz,api_fetched,0,,,
39,ifsenfo,completed,200,5,2024-04-25T18:00:00Z,2024-04-29T18:00:00Z,2040,2040,2040,2040,2040,23.553,7ad4ac01383abf5becec18cb453f1610ead0966b2ba11906c667913e639d35e7,batch_smoke_10w_ifsenfo_7ad4ac01383a,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsenfo/run_window_utc=20240425_180000_to_20240429_180000/7ad4ac01383abf5becec18cb453f1610ead0966b2ba11906c667913e639d35e7.ndjson.gz,api_fetched,0,,,
40,ifsenfo,completed,200,5,2024-04-30T18:00:00Z,2024-05-04T18:00:00Z,2040,2040,2040,2040,2040,23.427,84110a02e50ae9be6568cf4d6c3e3874f4b73ae170a4841eb43d739b73afac34,batch_smoke_10w_ifsenfo_84110a02e50a,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsenfo/run_window_utc=20240430_180000_to_20240504_180000/84110a02e50ae9be6568cf4d6c3e3874f4b73ae170a4841eb43d739b73afac34.ndjson.gz,api_fetched,0,,,
41,ifsenfo,completed,200,5,2024-05-05T18:00:00Z,2024-05-09T18:00:00Z,2040,2040,2040,2040,2040,23.822,c529b790c63e376fa9a5fbb231e50db16245caf755565a06c93662690d602d66,batch_smoke_10w_ifsenfo_c529b790c63e,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/ifsenfo/run_window_utc=20240505_180000_to_20240509_180000/c529b790c63e376fa9a5fbb231e50db16245caf755565a06c93662690d602d66.ndjson.gz,api_fetched,0,,,
