chunk_index,dataset,status,http_status,run_time_count,first_run_time,last_run_time,row_count,forecast_wide_rows_upserted,estimated_credits_consumed,expected_credits,expected_rows,elapsed_seconds,request_sha256,chunk_id,raw_path,source,sanity_issue_count,sanity_issues,error_class,error_message
11,gfs,completed,200,14,2021-08-09T00:00:00Z,2021-08-22T00:00:00Z,4200,4200,4550,4550,4200,0.001,8adc95a65716aaa70c443e9bb1ddfe62859fbed6650c698a1ccf8153267e1b02,full_tactical_backfill_ok_tmax_gfs_8adc95a65716,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20210809_000000_to_20210822_000000/8adc95a65716aaa70c443e9bb1ddfe62859fbed6650c698a1ccf8153267e1b02.ndjson.gz,raw_reused,0,,,
12,gfs,completed,200,14,2021-08-23T00:00:00Z,2021-09-05T00:00:00Z,4200,4200,4550,4550,4200,0.001,67f1af0070fdeefd191fd0f34e80c22c2ad43831251757b5bb6513854847923f,full_tactical_backfill_ok_tmax_gfs_67f1af0070fd,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20210823_000000_to_20210905_000000/67f1af0070fdeefd191fd0f34e80c22c2ad43831251757b5bb6513854847923f.ndjson.gz,raw_reused,0,,,
13,gfs,completed,200,14,2021-09-06T00:00:00Z,2021-09-19T00:00:00Z,4200,4200,4550,4550,4200,0.002,d50418a03a3b595495cd981e9cf4deaf0bd624f6c17d7a8da78b73de5484049c,full_tactical_backfill_ok_tmax_gfs_d50418a03a3b,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20210906_000000_to_20210919_000000/d50418a03a3b595495cd981e9cf4deaf0bd624f6c17d7a8da78b73de5484049c.ndjson.gz,raw_reused,0,,,
14,gfs,completed,200,14,2021-09-20T00:00:00Z,2021-10-03T00:00:00Z,4200,4200,4550,4550,4200,0.001,8f32739a08c6f52c8d3c0f0bd906768aff95ff72dc04dcfc417655681edb4803,full_tactical_backfill_ok_tmax_gfs_8f32739a08c6,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20210920_000000_to_20211003_000000/8f32739a08c6f52c8d3c0f0bd906768aff95ff72dc04dcfc417655681edb4803.ndjson.gz,raw_reused,0,,,
15,gfs,completed,200,14,2021-10-04T00:00:00Z,2021-10-17T00:00:00Z,4200,4200,4550,4550,4200,0.001,0b1121f9066fab8bba8ee584d623dbe013562c151389fc024e457da4a6c7ac70,full_tactical_backfill_ok_tmax_gfs_0b1121f9066f,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20211004_000000_to_20211017_000000/0b1121f9066fab8bba8ee584d623dbe013562c151389fc024e457da4a6c7ac70.ndjson.gz,raw_reused,0,,,
16,gfs,completed,200,14,2021-10-18T00:00:00Z,2021-10-31T00:00:00Z,4200,4200,4550,4550,4200,0.001,e74aea425d5f44f58010944bbf04e120baa67c3e3067e0c7c9f88b19177e229d,full_tactical_backfill_ok_tmax_gfs_e74aea425d5f,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20211018_000000_to_20211031_000000/e74aea425d5f44f58010944bbf04e120baa67c3e3067e0c7c9f88b19177e229d.ndjson.gz,raw_reused,0,,,
17,gfs,completed,200,14,2021-11-01T00:00:00Z,2021-11-14T00:00:00Z,4200,4200,4550,4550,4200,0.002,86e9ff4d201a78f0e5a90d802b414f821f91a127352bfd3982aedbc725fdd72b,full_tactical_backfill_ok_tmax_gfs_86e9ff4d201a,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20211101_000000_to_20211114_000000/86e9ff4d201a78f0e5a90d802b414f821f91a127352bfd3982aedbc725fdd72b.ndjson.gz,raw_reused,0,,,
18,gfs,completed,200,14,2021-11-15T00:00:00Z,2021-11-28T00:00:00Z,4200,4200,4550,4550,4200,0.001,58cda9e3a7cf44fe99649883480cfff602f4d7abe7b8ab0ae82dafdfeaf4255e,full_tactical_backfill_ok_tmax_gfs_58cda9e3a7cf,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20211115_000000_to_20211128_000000/58cda9e3a7cf44fe99649883480cfff602f4d7abe7b8ab0ae82dafdfeaf4255e.ndjson.gz,raw_reused,0,,,
19,gfs,completed,200,14,2021-11-29T00:00:00Z,2021-12-12T00:00:00Z,4200,4200,4550,4550,4200,0.001,3b3169108b90faeec459a86030fc28f3dcb8c7d8652807ec541950cf201464c8,full_tactical_backfill_ok_tmax_gfs_3b3169108b90,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20211129_000000_to_20211212_000000/3b3169108b90faeec459a86030fc28f3dcb8c7d8652807ec541950cf201464c8.ndjson.gz,raw_reused,0,,,
20,gfs,completed,200,14,2021-12-13T00:00:00Z,2021-12-26T00:00:00Z,4200,4200,4550,4550,4200,0.001,88285240f38ba6467168c3b40ede12f6c51601f113dd0abf260ac629d0fdea44,full_tactical_backfill_ok_tmax_gfs_88285240f38b,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20211213_000000_to_20211226_000000/88285240f38ba6467168c3b40ede12f6c51601f113dd0abf260ac629d0fdea44.ndjson.gz,raw_reused,0,,,
21,gfs,completed,200,14,2021-12-27T00:00:00Z,2022-01-09T00:00:00Z,4200,4200,4550,4550,4200,0.001,0b7201742997747209bd9cd6fd2629fb00bd1471864ab5531670a221af4715c0,full_tactical_backfill_ok_tmax_gfs_0b7201742997,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20211227_000000_to_20220109_000000/0b7201742997747209bd9cd6fd2629fb00bd1471864ab5531670a221af4715c0.ndjson.gz,raw_reused,0,,,
22,gfs,completed,200,14,2022-01-10T00:00:00Z,2022-01-23T00:00:00Z,4200,4200,4550,4550,4200,0.002,bfe7a06578647c9d194dc91555584dfaac17d34e5691fd5c93161f9f65eec16d,full_tactical_backfill_ok_tmax_gfs_bfe7a0657864,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220110_000000_to_20220123_000000/bfe7a06578647c9d194dc91555584dfaac17d34e5691fd5c93161f9f65eec16d.ndjson.gz,raw_reused,0,,,
23,gfs,completed,200,14,2022-01-24T00:00:00Z,2022-02-06T00:00:00Z,4200,4200,4550,4550,4200,0.001,72bf93159f6596a0928211190862f5fb1cdea3c38a452c08c28d943bbff3a54f,full_tactical_backfill_ok_tmax_gfs_72bf93159f65,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220124_000000_to_20220206_000000/72bf93159f6596a0928211190862f5fb1cdea3c38a452c08c28d943bbff3a54f.ndjson.gz,raw_reused,0,,,
24,gfs,completed,200,14,2022-02-07T00:00:00Z,2022-02-20T00:00:00Z,4200,4200,4550,4550,4200,0.001,e6584c0116263a3c66a7c1c4061c3498064fbfa05799c27c7149341d853bf46f,full_tactical_backfill_ok_tmax_gfs_e6584c011626,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220207_000000_to_20220220_000000/e6584c0116263a3c66a7c1c4061c3498064fbfa05799c27c7149341d853bf46f.ndjson.gz,raw_reused,0,,,
25,gfs,completed,200,14,2022-02-21T00:00:00Z,2022-03-06T00:00:00Z,4200,4200,4550,4550,4200,0.003,972769fd080741a1010c9600ba3bf72c68a945f77122bd4719b27ccb82e971a4,full_tactical_backfill_ok_tmax_gfs_972769fd0807,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220221_000000_to_20220306_000000/972769fd080741a1010c9600ba3bf72c68a945f77122bd4719b27ccb82e971a4.ndjson.gz,raw_reused,0,,,
26,gfs,completed,200,14,2022-03-07T00:00:00Z,2022-03-20T00:00:00Z,4200,4200,4550,4550,4200,0.001,acd4d1535f797862da0ca2b5c0c8e4e6c68406b25b999211a4469a6668d57cfa,full_tactical_backfill_ok_tmax_gfs_acd4d1535f79,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220307_000000_to_20220320_000000/acd4d1535f797862da0ca2b5c0c8e4e6c68406b25b999211a4469a6668d57cfa.ndjson.gz,raw_reused,0,,,
27,gfs,completed,200,14,2022-03-21T00:00:00Z,2022-04-03T00:00:00Z,4200,4200,4550,4550,4200,0.001,e59b6d660de7d0ff749f28f25be08ca26a15abe3e346802b2964cc80c7d204ee,full_tactical_backfill_ok_tmax_gfs_e59b6d660de7,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220321_000000_to_20220403_000000/e59b6d660de7d0ff749f28f25be08ca26a15abe3e346802b2964cc80c7d204ee.ndjson.gz,raw_reused,0,,,
28,gfs,completed,200,14,2022-04-04T00:00:00Z,2022-04-17T00:00:00Z,4200,4200,4550,4550,4200,0.001,457bcd7af1f2039a918e499f6188faf1e33d6917d5bf5e10099ca37b5773bfc6,full_tactical_backfill_ok_tmax_gfs_457bcd7af1f2,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220404_000000_to_20220417_000000/457bcd7af1f2039a918e499f6188faf1e33d6917d5bf5e10099ca37b5773bfc6.ndjson.gz,raw_reused,0,,,
29,gfs,completed,200,14,2022-04-18T00:00:00Z,2022-05-01T00:00:00Z,4200,4200,4550,4550,4200,0.001,ad063262dd142c717aa47752cb2de5db0b216d7a459d3d3e6c8afd0b1d591311,full_tactical_backfill_ok_tmax_gfs_ad063262dd14,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220418_000000_to_20220501_000000/ad063262dd142c717aa47752cb2de5db0b216d7a459d3d3e6c8afd0b1d591311.ndjson.gz,raw_reused,0,,,
30,gfs,completed,200,14,2022-05-02T00:00:00Z,2022-05-15T00:00:00Z,4200,4200,4550,4550,4200,0.001,8d111062009493d2e34b4375a66d4dc903630e5ccac948f8befe042a86a5cac2,full_tactical_backfill_ok_tmax_gfs_8d1110620094,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220502_000000_to_20220515_000000/8d111062009493d2e34b4375a66d4dc903630e5ccac948f8befe042a86a5cac2.ndjson.gz,raw_reused,0,,,
31,gfs,completed,200,14,2022-05-16T00:00:00Z,2022-05-29T00:00:00Z,4200,4200,4550,4550,4200,0.001,df599fed2af32c40b2a76a2476b2a930023dc108f93b98d2b4dc86fab73a88a5,full_tactical_backfill_ok_tmax_gfs_df599fed2af3,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220516_000000_to_20220529_000000/df599fed2af32c40b2a76a2476b2a930023dc108f93b98d2b4dc86fab73a88a5.ndjson.gz,raw_reused,0,,,
32,gfs,completed,200,14,2022-05-30T00:00:00Z,2022-06-12T00:00:00Z,4200,4200,4550,4550,4200,0.001,8c3d2d7f069c438626620c5570a045bc8801886737ddf2ff75e38f6bc140b815,full_tactical_backfill_ok_tmax_gfs_8c3d2d7f069c,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220530_000000_to_20220612_000000/8c3d2d7f069c438626620c5570a045bc8801886737ddf2ff75e38f6bc140b815.ndjson.gz,raw_reused,0,,,
33,gfs,completed,200,14,2022-06-13T00:00:00Z,2022-06-26T00:00:00Z,4200,4200,4550,4550,4200,0.001,0de3f8519b019a921451625cf310adbc201da8c5b44741bd019be78fa3309404,full_tactical_backfill_ok_tmax_gfs_0de3f8519b01,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220613_000000_to_20220626_000000/0de3f8519b019a921451625cf310adbc201da8c5b44741bd019be78fa3309404.ndjson.gz,raw_reused,0,,,
34,gfs,completed,200,14,2022-06-27T00:00:00Z,2022-07-10T00:00:00Z,4200,4200,4550,4550,4200,0.001,649c263d99996d65951fc81f0c778a23d5295040a7f755195bd435eee0ea1822,full_tactical_backfill_ok_tmax_gfs_649c263d9999,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220627_000000_to_20220710_000000/649c263d99996d65951fc81f0c778a23d5295040a7f755195bd435eee0ea1822.ndjson.gz,raw_reused,0,,,
35,gfs,completed,200,14,2022-07-11T00:00:00Z,2022-07-24T00:00:00Z,4200,4200,4550,4550,4200,0.002,4e846421683063853d9b8f2daf73c8ed10b17561c297462c7912e936e3676074,full_tactical_backfill_ok_tmax_gfs_4e8464216830,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220711_000000_to_20220724_000000/4e846421683063853d9b8f2daf73c8ed10b17561c297462c7912e936e3676074.ndjson.gz,raw_reused,0,,,
36,gfs,completed,200,14,2022-07-25T00:00:00Z,2022-08-07T00:00:00Z,4200,4200,4550,4550,4200,0.001,689dabf0992bacef3466263e7e8d6bafd1a52a6696053681546cb73b6f891a35,full_tactical_backfill_ok_tmax_gfs_689dabf0992b,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220725_000000_to_20220807_000000/689dabf0992bacef3466263e7e8d6bafd1a52a6696053681546cb73b6f891a35.ndjson.gz,raw_reused,0,,,
37,gfs,completed,200,14,2022-08-08T00:00:00Z,2022-08-21T00:00:00Z,4200,4200,4550,4550,4200,0.001,dce0f1e30d63d8df3cfd9251fe10e306c48f84f481defab18eb9ed55c0c57360,full_tactical_backfill_ok_tmax_gfs_dce0f1e30d63,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220808_000000_to_20220821_000000/dce0f1e30d63d8df3cfd9251fe10e306c48f84f481defab18eb9ed55c0c57360.ndjson.gz,raw_reused,0,,,
38,gfs,completed,200,14,2022-08-22T00:00:00Z,2022-09-04T00:00:00Z,4200,4200,4550,4550,4200,0.001,011d6c4c4aba8b4e039023265ccb35ec600a3d5d89834e6d39173216e7369b24,full_tactical_backfill_ok_tmax_gfs_011d6c4c4aba,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220822_000000_to_20220904_000000/011d6c4c4aba8b4e039023265ccb35ec600a3d5d89834e6d39173216e7369b24.ndjson.gz,raw_reused,0,,,
39,gfs,completed,200,14,2022-09-05T00:00:00Z,2022-09-18T00:00:00Z,4200,4200,4550,4550,4200,0.001,7277542ad5b57f28fb7a0dcfbb9fc672ef16954f66eb8322c7f40929516040d8,full_tactical_backfill_ok_tmax_gfs_7277542ad5b5,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220905_000000_to_20220918_000000/7277542ad5b57f28fb7a0dcfbb9fc672ef16954f66eb8322c7f40929516040d8.ndjson.gz,raw_reused,0,,,
40,gfs,completed,200,14,2022-09-19T00:00:00Z,2022-10-02T00:00:00Z,4200,4200,4550,4550,4200,0.001,92eb2842d80f08ec385be4783e3d55f199d67a8b56acf703532d7403e168b1bd,full_tactical_backfill_ok_tmax_gfs_92eb2842d80f,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_full_tactical_backfill_ok_tmax/gfs/run_window_utc=20220919_000000_to_20221002_000000/92eb2842d80f08ec385be4783e3d55f199d67a8b56acf703532d7403e168b1bd.ndjson.gz,raw_reused,0,,,
