source_commit,original_path,sha256,bytes,target_readme,disposition
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0003_official_residual_memory_20260706/inputs/gpt_pro_point_forecast_ml_strategy_deep_analysis_next_round_spec_20260706.txt,d26b0d0ab07fe77a7f9df7c1c27ca09b3446f33456825974ef58a48b729184a6,49704,hkg-tmax/0003_official_residual_memory_20260706/README.md,retain_non_markdown_source
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0003_official_residual_memory_20260706/results/model_card.md,4dce9893abdb9342ef1e9637364a279ecd3ce7733be4c0f117bdc712eb808f2a,3884,hkg-tmax/0003_official_residual_memory_20260706/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0004_station_hour_residual_information_atlas_20260708/ASOF_CONTRACT.md,ee2a0eadf474b8cc353936a52cf0e7d6f450112ada9445049d57f5a492985b33,434,hkg-tmax/0004_station_hour_residual_information_atlas_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0004_station_hour_residual_information_atlas_20260708/CONCLUSION.md,d03034eed305a8fe6d19817b6c04c0cad7206c37cd9789110531e53bf16e7e06,580,hkg-tmax/0004_station_hour_residual_information_atlas_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0004_station_hour_residual_information_atlas_20260708/HYPOTHESIS.md,8e5a4e7720a392fc199f3eb5a13b909ad9bd8ee3c24cba2cdaa52623258783a6,629,hkg-tmax/0004_station_hour_residual_information_atlas_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0004_station_hour_residual_information_atlas_20260708/PROTOCOL.md,531c47967de0af2ba390834ff0dfabdc5f2300040664087e01527bf369612969,821,hkg-tmax/0004_station_hour_residual_information_atlas_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0004_station_hour_residual_information_atlas_20260708/README.md,7a0090a3b9f5ceb3bf982153c88a2296a5e8ac8e1973c3183a70cbd10471b5a2,386,hkg-tmax/0004_station_hour_residual_information_atlas_20260708/README.md,retain_canonical_readme
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0004_station_hour_residual_information_atlas_20260708/REPRODUCE.md,e5a578734d25bb7f227b64272efd79875b4e2204a7b160478f87a54d6f68217e,412,hkg-tmax/0004_station_hour_residual_information_atlas_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0004_station_hour_residual_information_atlas_20260708/RESULTS.md,298471b8c4c84abcfa6678b4a8cf71402c1a79c9db7d49b1a4a7d1593693187d,24790,hkg-tmax/0004_station_hour_residual_information_atlas_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0005_public_gfs_gefs_himawari_fetch_smoke_20260708/ASOF_CONTRACT.md,4a6cefcb3813c4fb2ef916210412b4c990a3fda04c2c1a4def7095ccda93ef14,658,hkg-tmax/0005_public_gfs_gefs_himawari_fetch_smoke_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0005_public_gfs_gefs_himawari_fetch_smoke_20260708/README.md,066df7974d51da1fd51a283d81864fc2f0c3e95012ee800628a32d4cc0efe0a5,1454,hkg-tmax/0005_public_gfs_gefs_himawari_fetch_smoke_20260708/README.md,retain_canonical_readme
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0005_public_gfs_gefs_himawari_fetch_smoke_20260708/RESULTS.md,6656cbe62221a1717727bfeb605dc03f73ae5e8841982d9b46b286d99211926f,1030,hkg-tmax/0005_public_gfs_gefs_himawari_fetch_smoke_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0005_public_gfs_gefs_himawari_fetch_smoke_20260708/normalized/README.md,e86566a2685f3adc872b05b0ab9615daa11f101f711eb4800429534b8fd49c45,1594,hkg-tmax/0005_public_gfs_gefs_himawari_fetch_smoke_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0005_public_gfs_gefs_himawari_fetch_smoke_20260708/normalized/himawari_b13_decompressed_prefix_hex.txt,82ca9ce3f081a7a10e864bb215ceba3ae44c5916f6b83e60f51f253b670daf3b,1537,hkg-tmax/0005_public_gfs_gefs_himawari_fetch_smoke_20260708/README.md,retain_non_markdown_source
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0005_public_gfs_gefs_himawari_fetch_smoke_20260708/normalized/himawari_hko_b13_s0510_item/README.md,7287004b157a3e3bfe390a4a2e8040d700251632df0b5882f6a0074fae9e15fd,1576,hkg-tmax/0005_public_gfs_gefs_himawari_fetch_smoke_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0006_public_daily_coverage_benchmark_20260707/README.md,ae242154846fc0f61ab579efaa8ef6238cddb27a6f09d3273ff4968ca5d21567,930,hkg-tmax/0006_public_daily_coverage_benchmark_20260707/README.md,retain_canonical_readme
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0007_public_7day_gfs_gefs_himawari_backfill_rehearsal_20260708/README.md,c89f7051036b269cd2703bf9716f1a106ae295bb728100908ee5ed66a52583d9,2281,hkg-tmax/0007_public_7day_gfs_gefs_himawari_backfill_rehearsal_20260708/README.md,retain_canonical_readme
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0008_last2_gfs_gefs_radar_structured_delivery_20260708/README.md,d178433e04f97d6c9d676077aa7dd0278e2b413e0ef04219e7d40a89c7b00809,1912,hkg-tmax/0008_last2_gfs_gefs_radar_structured_delivery_20260708/README.md,retain_canonical_readme
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/ASOF_CONTRACT.md,c35b330272f3b526e4f582eefa0cb0fac3f705e6e47b710f2c13fe97b782d26e,376,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/CONCLUSION.md,13f5c5651842fe9e8758f44608318cb0077da9942efb74ee6aadf9e1d61ce495,241,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/HYPOTHESIS.md,74a3f6a86e0e116e37ce43669d9f26030abbdfadada04060b45c59397aab3bf6,257,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/PROTOCOL.md,d4b0c185a12b7ec816225a72200dd1a9ad072c2b1c2c586b1b0d2b435902dc37,338,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/README.md,e8db5c6eb077528eb0e1a7f7ace28dca32f3237d396516b2e6610a397403445b,344,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/README.md,retain_canonical_readme
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/REPRODUCE.md,031d123c62b1b4015ddeed21d3938ec4c6cf20d480e3c64cf66bc4034f1227ef,209,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/RESULTS.md,51803e37bb388edf7d7d4a6042a0d356caaec4c02054ebd3d3a6de2a0b7046b4,1294,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/SMOKE_REPORT.md,ad60ee67510858392f30f372cffe6f5494eff689a23e089a9f899dff82fec101,1670,hkg-tmax/0009_public_weather_backfill_jun25_jul7_lean_db_20260708/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/ASOF_CONTRACT.md,c35b330272f3b526e4f582eefa0cb0fac3f705e6e47b710f2c13fe97b782d26e,376,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/CONCLUSION.md,13f5c5651842fe9e8758f44608318cb0077da9942efb74ee6aadf9e1d61ce495,241,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/HYPOTHESIS.md,74a3f6a86e0e116e37ce43669d9f26030abbdfadada04060b45c59397aab3bf6,257,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/PROTOCOL.md,d4b0c185a12b7ec816225a72200dd1a9ad072c2b1c2c586b1b0d2b435902dc37,338,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,2a2145da534dcc91087a53744bab37bcdb615382fd2f810e65a61288480eeb00,349,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,retain_canonical_readme
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/REPRODUCE.md,eacc980ca42cede2cf95d3727d839ba5faf27508da770fd66e3c5404dbaf8a61,209,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/RESULTS.md,1252374d3e824e5daa06914568db73f5e21d51f0f7c2feb31d3a0c85f4dc4057,1067,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/results/runs/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709_20260610_20260610_20260709T090330Z_119104/RESULTS.md,1252374d3e824e5daa06914568db73f5e21d51f0f7c2feb31d3a0c85f4dc4057,1067,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/results/runs/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709_20260709T082729Z/RESULTS.md,951bca75f1bac1b004e9d925f61415b41357d42bfbe6ce5a4a13ded815b55451,756,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/results/runs/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709_20260709T083057Z/RESULTS.md,13c53f9f513661200b3508488b98ef2b255c55322400181b11d02fb0ff52c65c,1056,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/results/runs/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709_20260709T083118Z/RESULTS.md,79c62655608e8871912fe9bd1636f85b0f2a990a2f4016a1901b86087e9ef691,843,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/results/runs/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709_20260709T083212Z/RESULTS.md,926887be0b1dce61ec4a7d948b0742d9f5fb80e87d5bb1ffdb3aae4fdd4a5aab,1043,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/results/runs/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709_20260709T083252Z/RESULTS.md,7d6981db010b152794ee879d925155ba7d2146ba406231fe578cf055525b7e0d,1052,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-10/ASOF_CONTRACT.md,c35b330272f3b526e4f582eefa0cb0fac3f705e6e47b710f2c13fe97b782d26e,376,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-10/CONCLUSION.md,5eadac5989971a71a048059c05fab942bb1a72e8d7cf95be0af37e5861e61cd3,255,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-10/HYPOTHESIS.md,74a3f6a86e0e116e37ce43669d9f26030abbdfadada04060b45c59397aab3bf6,257,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-10/PROTOCOL.md,d4b0c185a12b7ec816225a72200dd1a9ad072c2b1c2c586b1b0d2b435902dc37,338,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-10/README.md,2a2145da534dcc91087a53744bab37bcdb615382fd2f810e65a61288480eeb00,349,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-10/REPRODUCE.md,eacc980ca42cede2cf95d3727d839ba5faf27508da770fd66e3c5404dbaf8a61,209,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-10/RESULTS.md,4ed9f304e80b55a3a959bc722e9d8d1b24ff3d104d4eb633d5a19575d613f362,1894,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-10/results/runs/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709_20260610_20260610_20260709T090402Z_103304/RESULTS.md,4ed9f304e80b55a3a959bc722e9d8d1b24ff3d104d4eb633d5a19575d613f362,1894,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-11/ASOF_CONTRACT.md,c35b330272f3b526e4f582eefa0cb0fac3f705e6e47b710f2c13fe97b782d26e,376,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-11/CONCLUSION.md,5eadac5989971a71a048059c05fab942bb1a72e8d7cf95be0af37e5861e61cd3,255,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-11/HYPOTHESIS.md,74a3f6a86e0e116e37ce43669d9f26030abbdfadada04060b45c59397aab3bf6,257,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-11/PROTOCOL.md,d4b0c185a12b7ec816225a72200dd1a9ad072c2b1c2c586b1b0d2b435902dc37,338,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-11/README.md,2a2145da534dcc91087a53744bab37bcdb615382fd2f810e65a61288480eeb00,349,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-11/REPRODUCE.md,6df39e0cf7d50b210cb606ad323ac6d6cd963f59553622d96ad0c23d755605c0,209,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-11/RESULTS.md,a7df23b62b7ea833507dddf1c96404b17b9147de7bea7ee0251b5f9682fd9674,1893,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-11/results/runs/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709_20260611_20260611_20260709T090402Z_116116/RESULTS.md,a7df23b62b7ea833507dddf1c96404b17b9147de7bea7ee0251b5f9682fd9674,1893,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-12/ASOF_CONTRACT.md,c35b330272f3b526e4f582eefa0cb0fac3f705e6e47b710f2c13fe97b782d26e,376,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
b2da67aca12cdc2c2da69a691a18793ef3c35d88,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/shards/2026-06-12/CONCLUSION.md,5eadac5989971a71a048059c05fab942bb1a72e8d7cf95be0af37e5861e61cd3,255,hkg-tmax/0010_public_weather_backfill_jun10_jul8_lean_db_test_20260709/README.md,merge_then_prune
