source,item_id,issue_day_utc,cycle_hour,lead_hour_requested,issued_at_utc,valid_at_utc,lead_hour_grib,availability_proxy_utc,variable,grib_short_name,grib_name,grib_type_of_level,grib_level,grib_step_type,grib_units,normalized_units,grid_point_count,bbox_min,bbox_mean,bbox_median,bbox_max,bbox_std
gfs,gfs_20260706_00z_f006,2026-07-06,0,6,2026-07-06T00:00:00Z,2026-07-06T06:00:00Z,,2026-07-06T06:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,489.0,1698.414141414141,1832.0,3051.0,680.5464235065049
gfs,gfs_20260706_00z_f006,2026-07-06,0,6,2026-07-06T00:00:00Z,2026-07-06T06:00:00Z,,2026-07-06T06:00:00Z,t,t,Temperature,surface,,instant,K,degC,99,27.048699951171898,29.9537572995581,29.148706054687523,36.94869384765627,2.1058066517242024
gfs,gfs_20260706_00z_f006,2026-07-06,0,6,2026-07-06T00:00:00Z,2026-07-06T06:00:00Z,,2026-07-06T06:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-5.7117919921875,-0.1057313861268939,0.2882080078125,0.2882080078125,1.144315611424194
gfs,gfs_20260706_00z_f006,2026-07-06,0,6,2026-07-06T00:00:00Z,2026-07-06T06:00:00Z,,2026-07-06T06:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.3125,3.4362373737373737,2.875,9.25,2.2659712996919104
gfs,gfs_20260706_00z_f006,2026-07-06,0,6,2026-07-06T00:00:00Z,2026-07-06T06:00:00Z,,2026-07-06T06:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,8.101421356201172,11.99637064307627,11.801421165466309,15.001420974731444,1.6621984338025635
gfs,gfs_20260706_00z_f006,2026-07-06,0,6,2026-07-06T00:00:00Z,2026-07-06T06:00:00Z,,2026-07-06T06:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,324.9440002441406,745.6433151707505,768.3679809570312,829.4400024414062,96.97710083774926
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,instant,%,,99,5.0,61.731313035945696,73.5,100.0,34.52148683327399
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,10.0,72.85555539949976,77.69999694824219,100.0,24.660073603927252
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-2.509490966796875,0.2864686337233794,0.2905090451240539,1.990509033203125,0.8639724140777056
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,2.221545457839966,7.677100942592428,7.821545600891113,10.721545219421388,2.229563614616515
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,25.779504394531276,28.47747284860324,28.4794860839844,30.9794860839844,0.8820280542745726
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,21.730676269531276,25.01551223909014,25.330651855468773,26.230676269531276,0.903008901829302
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,27.2380310058594,29.402683204111447,29.038049316406276,33.33803710937502,1.2044792665181308
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,25.825158691406276,28.363531309185625,28.325158691406276,31.0251403808594,0.886453197255832
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,62.900001525878906,81.73737366030915,84.0,89.19999694824219,5.851937553961437
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1004.0103125,1006.1308791035352,1006.17828125,1008.354296875,0.9963615095742776
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,547.0,1604.141414141414,1683.0,2607.0,539.3279209021789
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,t,t,Temperature,surface,,instant,K,degC,99,25.649987792968773,28.656060791015644,28.450006103515648,33.14998779296877,1.1745460558632643
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-13.54296875,-0.048019255050505,0.45703125,0.45703125,1.6414685305674248
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.1875,1.9154040404040404,1.8125,5.0,1.1539250489392858
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,6.900000095367432,11.694949506509184,11.699999809265137,14.199999809265137,1.6082095738776636
gfs,gfs_20260706_00z_f009,2026-07-06,0,9,2026-07-06T00:00:00Z,2026-07-06T09:00:00Z,,2026-07-06T06:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,265.67999267578125,624.4703017726089,645.9199829101562,684.8599853515625,67.8790924408681
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,instant,%,,99,2.0999999046325684,59.1505048877061,69.9000015258789,100.0,39.834674302448384
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,25.600000381469727,77.80101015110209,85.0999984741211,100.0,22.82389542993435
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-2.498638868331909,-0.6218712385861448,-0.5986388921737671,0.7013610601425171,0.6450790037177966
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,1.842926025390625,7.710602763927344,7.542925834655762,10.842926025390623,2.069198281032976
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,26.330651855468773,28.957935741694307,28.9306579589844,31.530664062500023,0.948237981812703
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,21.630670166015648,25.007432787346136,25.230676269531276,26.230676269531276,1.086077064267695
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,26.355340576171898,29.042203714390013,29.055322265625023,31.455346679687523,0.8999041735685233
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,24.511346435546898,27.67800786182136,27.911340332031276,29.011346435546898,0.9138649954983742
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,58.5,79.6343431569109,83.69999694824219,91.0,7.486582903886867
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1005.578359375,1007.854819286616,1007.92234375,1009.814375,0.8804816799658715
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,379.0,1739.2727272727273,1691.0,2903.0,750.4047233674358
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,t,t,Temperature,surface,,instant,K,degC,99,26.3513122558594,29.585649031822147,29.151300048828148,34.45131835937502,1.5814688235074692
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-15.137451171875,-0.5919966264204546,-0.137451171875,-0.137451171875,1.7131265484972813
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.0625,1.768939393939394,1.5625,4.9375,1.2415578094904416
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,5.701786041259766,11.130068687477497,10.901785850524902,13.901785850524902,1.7766180476230715
gfs,gfs_20260706_00z_f003,2026-07-06,0,3,2026-07-06T00:00:00Z,2026-07-06T03:00:00Z,,2026-07-06T06:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,189.29600524902344,628.7178990527837,653.3759765625,700.7680053710938,84.87456070153894
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,instant,%,,99,38.400001525878906,94.9616162463872,100.0,100.0,11.493078438939234
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,58.29999923706055,95.20909107092656,97.6999969482422,100.0,7.176323344837813
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-2.11199951171875,-0.0311914292926138,0.0880004912614822,2.2880005836486816,0.8726688198249305
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,0.1513732969760894,5.931171257086475,6.551373481750488,10.451373100280762,3.490187646631877
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,23.046350097656276,26.83019964044746,27.346368408203148,29.146356201171898,1.897511922941731
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,22.015435791015648,24.646755087496075,24.815454101562523,26.115441894531276,1.165379115105391
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,23.4533630371094,27.372562046243708,27.9533630371094,29.253381347656276,1.7117375711451803
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,22.846337890625023,26.66249938348329,27.2463317871094,29.046350097656276,1.837912387397714
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,76.19999694824219,88.03030318443221,86.30000305175781,98.4000015258789,4.7278128736614216
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1005.708359375,1007.0433648989898,1007.07640625,1009.140390625,0.8197047357934101
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,197.0,1225.6565656565656,1203.0,2537.0,799.1731985275601
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,t,t,Temperature,surface,,instant,K,degC,99,22.628869628906276,26.576357199929,26.928887939453148,29.528894042968773,2.16157327039817
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-22.40478515625,-4.243168994633838,-1.40478515625,-0.40478515625,5.498773179440185
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.0,4.222853535353536,3.4375,13.4375,3.398976766150504
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,0.6077443957328796,9.127946412322498,11.107744216918944,13.407744407653809,4.015248190781569
gfs,gfs_20260706_00z_f018,2026-07-06,0,18,2026-07-06T00:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T06:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,0.0,0.0,0.0,0.0,0.0
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,instant,%,,99,71.30000305175781,98.8494950882112,100.0,100.0,4.801690631307031
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,73.5999984741211,98.48282823658953,100.0,100.0,4.379037441353312
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-2.728198289871216,0.1556401398747858,0.3718017637729645,2.271801710128784,0.9879789641965462
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,0.2429138123989105,5.428772372729851,5.642913818359375,9.542913436889648,3.0172905519785047
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,23.393762207031276,26.95438090623029,26.993768310546898,29.193780517578148,1.543825073854066
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,21.795098876953148,24.36175851532909,24.195092773437523,25.895104980468773,0.8816872773735766
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,23.507287597656276,27.24969920148755,27.407281494140648,29.2072692871094,1.5443648265204444
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,22.293786621093773,26.324077321062205,26.693780517578148,28.993768310546898,1.928229056055388
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,76.0999984741211,85.86666631216954,84.5999984741211,99.0,4.793850962782241
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1006.552890625,1007.8018071338385,1007.78484375,1009.716875,0.7333791387578323
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,203.0,932.1616161616162,698.0,2203.0,623.4970892833926
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,t,t,Temperature,surface,,instant,K,degC,99,23.340173339843773,26.95432665275807,27.240197753906276,29.540185546875023,1.7319916953333363
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-14.208740234375,-2.8350028606376263,-1.208740234375,-0.208740234375,3.3682590251226783
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.0,6.98800505050505,7.1875,16.5,4.137031702873517
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,0.7001668810844421,8.534510299412892,9.500166893005373,12.100167274475098,2.904477943280733
gfs,gfs_20260706_00z_f024,2026-07-06,0,24,2026-07-06T00:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T06:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,1.4240000247955322,27.08606056974392,26.576000213623047,71.36000061035156,19.39259576282227
gfs,gfs_20260706_00z_f021,2026-07-06,0,21,2026-07-06T00:00:00Z,2026-07-06T21:00:00Z,,2026-07-06T06:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,instant,%,,99,27.299999237060547,97.22121194396355,100.0,100.0,9.680317403262045
gfs,gfs_20260706_00z_f021,2026-07-06,0,21,2026-07-06T00:00:00Z,2026-07-06T21:00:00Z,,2026-07-06T06:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,82.5999984741211,98.51616167781329,100.0,100.0,3.756629343567652
gfs,gfs_20260706_00z_f021,2026-07-06,0,21,2026-07-06T00:00:00Z,2026-07-06T21:00:00Z,,2026-07-06T06:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-2.1635985374450684,0.2576134904014944,0.4364013671875,2.736401319503784,1.0062705112697066
gfs,gfs_20260706_00z_f021,2026-07-06,0,21,2026-07-06T00:00:00Z,2026-07-06T21:00:00Z,,2026-07-06T06:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,0.2986877560615539,5.56333420914833,5.998687744140625,9.798687934875488,3.460259608881159
gfs,gfs_20260706_00z_f021,2026-07-06,0,21,2026-07-06T00:00:00Z,2026-07-06T21:00:00Z,,2026-07-06T06:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,22.322900390625023,26.59461688417379,26.922906494140648,29.122888183593773,1.9789322088595875
gfs,gfs_20260706_00z_f021,2026-07-06,0,21,2026-07-06T00:00:00Z,2026-07-06T21:00:00Z,,2026-07-06T06:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,21.780236816406276,24.437799688782373,24.580224609375023,25.880212402343773,1.0860075995738807
gfs,gfs_20260706_00z_f021,2026-07-06,0,21,2026-07-06T00:00:00Z,2026-07-06T21:00:00Z,,2026-07-06T06:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,22.967248535156276,26.904608585858604,27.367242431640648,29.267236328125023,1.9356611460170905
gfs,gfs_20260706_00z_f021,2026-07-06,0,21,2026-07-06T00:00:00Z,2026-07-06T21:00:00Z,,2026-07-06T06:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,22.315515136718773,26.467017341382597,26.915490722656276,29.115502929687523,1.9394541855501728
gfs,gfs_20260706_00z_f021,2026-07-06,0,21,2026-07-06T00:00:00Z,2026-07-06T21:00:00Z,,2026-07-06T06:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,77.19999694824219,88.1858586012715,86.0,99.0999984741211,5.248607465458426
gfs,gfs_20260706_00z_f021,2026-07-06,0,21,2026-07-06T00:00:00Z,2026-07-06T21:00:00Z,,2026-07-06T06:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1005.22546875,1006.5900220959596,1006.633515625,1008.66953125,0.8444221819376236
gfs,gfs_20260706_00z_f021,2026-07-06,0,21,2026-07-06T00:00:00Z,2026-07-06T21:00:00Z,,2026-07-06T06:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,132.0,1049.5555555555557,881.0,2146.0,672.913013458097
