station_id,target_date_local,asof_utc,gfs_tmax_f,nam_tmax_f,gefsatmosmean_tmax_f,rap_tmax_f,hrrr_tmax_f,nbm_tmax_f,gefsatmos_tmp_spread_f,actual_tmax_f
KNYC,2021-03-16,2021-03-15T12:00:00Z,34.0,36.0,36.199422001008166,35.2160992431641,35.40432250976566,38.01198242187504,1.8978575386326724,37.0
KNYC,2021-03-17,2021-03-16T12:00:00Z,48.0,47.0,47.888396263861026,45.966166381835976,47.33239868164067,49.351982421875064,2.2868216658898097,47.0
KNYC,2021-03-18,2021-03-17T12:00:00Z,49.0,49.0,48.108683341733766,47.55868957519535,46.967020874023476,47.85797363281258,1.78473679947069,47.0
KNYC,2021-03-19,2021-03-18T12:00:00Z,44.0,44.0,40.267335811491854,41.57776000976567,43.52953613281254,41.6840087890626,2.8618069805449204,43.0
KNYC,2021-03-20,2021-03-19T12:00:00Z,53.0,54.0,54.90720803931451,53.617017822265666,54.38029296875004,54.55396484375002,1.3610180226580761,59.0
KNYC,2021-03-21,2021-03-20T12:00:00Z,59.0,57.0,56.5737288306453,62.002332763671916,63.299790649414106,57.99198242187508,1.7052691841926824,63.0
KNYC,2021-03-22,2021-03-21T12:00:00Z,59.0,53.0,55.956932837701785,59.455701904296916,58.74625976562504,57.75797363281258,1.3350118392190495,62.0
KNYC,2021-03-23,2021-03-22T12:00:00Z,59.0,59.0,59.345330771169344,64.59257934570317,64.90483825683597,59.93599121093756,0.8925814334993023,66.0
KNYC,2021-03-24,2021-03-23T12:00:00Z,57.0,54.0,54.94251171875008,48.34610717773442,49.72923095703129,52.73599121093756,1.5101082604940714,56.0
KNYC,2021-03-25,2021-03-24T12:00:00Z,67.0,65.0,68.57957459677442,62.73976257324223,61.414399414062544,65.93000000000004,2.310898784915567,68.0
KNYC,2021-03-26,2021-03-25T12:00:00Z,69.0,67.0,74.24467653729839,71.36240966796879,71.78170288085941,72.5000000000001,3.086603329690159,82.0
KNYC,2021-03-27,2021-03-26T12:00:00Z,62.0,60.0,64.0101546118951,57.20141723632817,61.408192138671915,63.91400878906264,1.4645281493842286,69.0
KNYC,2021-03-28,2021-03-27T12:00:00Z,62.0,62.0,65.15989213709676,62.34192016601567,65.02769287109379,62.81594726562506,2.797566274744905,60.0
KNYC,2021-03-29,2021-03-28T12:00:00Z,54.0,58.0,51.442126386088795,48.395985107421915,45.73116882324223,52.0159912109375,3.7105727844330025,55.0
KNYC,2021-03-30,2021-03-29T12:00:00Z,58.0,57.0,57.93360887096782,53.37740600585941,58.03066528320316,59.07198242187502,2.251687002213038,61.0
KNYC,2021-03-31,2021-03-30T12:00:00Z,62.0,61.0,60.0624388860889,60.56048706054692,58.49780395507817,61.2319824218751,1.570835325906947,67.0
KNYC,2021-04-01,2021-03-31T12:00:00Z,50.0,46.0,55.33767363911278,57.405103759765666,56.62482727050785,56.5159912109376,3.108507671537436,58.0
KNYC,2021-04-02,2021-04-01T12:00:00Z,43.0,44.0,40.91553314012109,32.028526000976605,33.615693359375044,40.62198242187502,2.816962869444938,39.0
KNYC,2021-04-03,2021-04-02T12:00:00Z,51.0,53.0,52.32302633568571,52.00647705078129,53.40745361328129,52.411982421875145,1.9268297850237381,51.0
KNYC,2021-04-04,2021-04-03T12:00:00Z,57.0,60.0,55.6722159778226,54.310804443359416,61.46076171875004,58.56797363281256,2.180294180302943,65.0
KNYC,2021-04-05,2021-04-04T12:00:00Z,65.0,66.0,61.98496068548396,61.806062011718794,65.36178710937504,62.81603515625004,2.2165375348191216,68.0
KNYC,2021-04-06,2021-04-05T12:00:00Z,65.0,65.0,63.46788419858891,64.22190063476566,67.30153320312505,65.46198242187504,1.8230388182926487,70.0
KNYC,2021-04-07,2021-04-06T12:00:00Z,65.0,65.0,63.05776839717745,70.95020263671879,69.08747070312504,66.38000000000014,3.883046539184773,72.0
KNYC,2021-04-08,2021-04-07T12:00:00Z,66.0,61.0,63.15689768145165,65.8749584960938,65.87899597167973,65.35396484375002,1.2813020503311847,70.0
KNYC,2021-04-09,2021-04-08T12:00:00Z,64.0,53.0,57.325142074092774,56.783662109375044,52.64104736328129,57.93797363281252,1.989898498424963,59.0
KNYC,2021-04-10,2021-04-09T12:00:00Z,69.0,61.0,63.33575935609876,61.07415283203129,58.26931579589848,62.25801757812502,2.4169935099247093,70.0
KNYC,2021-04-11,2021-04-10T12:00:00Z,60.0,61.0,56.44435042842726,56.64951904296879,58.89520690917973,59.46797363281256,2.2085921937046806,57.0
KNYC,2021-04-12,2021-04-11T12:00:00Z,50.0,50.0,50.81599215599787,48.30249145507817,46.50825927734379,51.601982421875064,1.4131514965641403,51.0
KNYC,2021-04-13,2021-04-12T12:00:00Z,60.0,60.0,59.90576760962712,54.85490234375004,51.20595825195316,61.070000000000064,3.3390713324424546,65.0
KNYC,2021-04-14,2021-04-13T12:00:00Z,67.0,66.0,65.48765328881055,62.09643066406254,63.65714843750004,67.01000000000008,3.159642658757331,72.0
KNYC,2021-04-15,2021-04-14T12:00:00Z,56.0,53.0,54.915524193548364,53.62311523437504,55.411085205078166,55.38202636718764,2.0289096428379354,58.0
KNYC,2021-04-16,2021-04-15T12:00:00Z,53.0,53.0,52.32116645665328,46.422456054687544,52.001478271484416,52.57396484375008,3.1175547797250203,53.0
KNYC,2021-04-17,2021-04-16T12:00:00Z,55.0,57.0,55.6832794228831,51.115815429687544,50.70239990234379,56.966035156250044,1.780594007586199,56.0
KNYC,2021-04-18,2021-04-17T12:00:00Z,61.0,64.0,60.16871906502014,57.67860839843754,58.718903808593794,62.11396484375,1.351098601357408,64.0
KNYC,2021-04-19,2021-04-18T12:00:00Z,65.0,64.0,63.03372038810494,63.37650268554692,65.76649597167973,64.94000000000003,1.8597264422154194,65.0
KNYC,2021-04-20,2021-04-19T12:00:00Z,69.0,69.0,66.85372763356864,72.6787915039063,73.46423156738285,71.54603515625008,2.731233206816822,76.0
KNYC,2021-04-21,2021-04-20T12:00:00Z,61.0,63.0,61.944929908014196,64.27633789062504,67.48648803710941,63.9680175781251,3.3732945097307017,68.0
KNYC,2021-04-22,2021-04-21T12:00:00Z,52.0,53.0,49.697579133064494,45.786182861328165,43.88867919921879,48.811982421875044,2.0952387077834453,48.0
KNYC,2021-04-23,2021-04-22T12:00:00Z,62.0,63.0,61.0424134009577,62.549122314453165,61.50421264648442,62.65400878906256,1.9609400571281896,64.0
KNYC,2021-04-24,2021-04-23T12:00:00Z,68.0,69.0,66.04620161290332,71.15515258789067,70.36732299804692,68.79198242187508,1.1619189692045593,72.0
KNYC,2021-04-25,2021-04-24T12:00:00Z,60.0,59.0,61.309974294354845,58.570588378906294,55.771107177734415,61.7000000000001,3.264041505703175,63.0
KNYC,2021-04-26,2021-04-25T12:00:00Z,61.0,62.0,59.95482844002025,57.562757568359416,58.582673339843794,59.46797363281256,2.6147486776204345,60.0
KNYC,2021-04-27,2021-04-26T12:00:00Z,65.0,62.0,65.91028499874018,65.92296875000004,66.29595458984379,64.54396484375005,2.6261241438068934,64.0
KNYC,2021-04-28,2021-04-27T12:00:00Z,79.0,80.0,78.39797382182465,85.99900024414066,87.3620190429688,81.895947265625,2.54730291429149,85.0
KNYC,2021-04-29,2021-04-28T12:00:00Z,68.0,75.0,67.81557995211698,69.92314575195317,71.2048657226563,72.85995605468754,4.301930098399117,75.0
KNYC,2021-04-30,2021-04-29T12:00:00Z,65.0,65.0,65.11372432585686,65.9468090820313,66.25684326171879,68.73797363281263,3.575851897464702,71.0
KNYC,2021-05-01,2021-04-30T12:00:00Z,64.0,65.0,62.67229287424401,65.57843750000004,66.0771069335938,63.463964843750105,2.61457595514488,65.0
KNYC,2021-05-02,2021-05-01T12:00:00Z,75.0,77.0,76.56151367187519,82.88245361328129,84.3478100585938,78.85396484375012,2.0113053576963686,82.0
KNYC,2021-05-03,2021-05-02T12:00:00Z,70.0,71.0,67.67510663432456,78.34092529296879,78.91320312500004,73.00400878906257,3.3298364659928863,66.0
KNYC,2021-05-04,2021-05-03T12:00:00Z,66.0,66.0,71.28557412424391,68.70179565429692,69.28462036132817,71.24000000000012,4.3516601189322826,73.0
KNYC,2021-05-05,2021-05-04T12:00:00Z,65.0,62.0,67.98179104712709,73.10308349609379,62.81801269531254,68.32396484375008,5.845196374399277,62.0
KNYC,2021-05-06,2021-05-05T12:00:00Z,65.0,64.0,63.5162583480343,59.955579833984416,59.86032836914067,63.086035156250105,2.610649848822787,66.0
KNYC,2021-05-07,2021-05-06T12:00:00Z,65.0,62.0,62.04745432207672,60.21051757812504,60.65150878906254,61.52000000000006,1.9798059676100777,66.0
KNYC,2021-05-08,2021-05-07T12:00:00Z,55.0,56.0,53.447053301411344,50.82583129882816,50.31425292968754,53.581982421875104,2.3655106538028297,55.0
KNYC,2021-05-09,2021-05-08T12:00:00Z,58.0,59.0,61.531536353326715,61.74959228515629,60.60899169921879,62.52797363281254,3.336908119119504,65.0
KNYC,2021-05-10,2021-05-09T12:00:00Z,60.0,64.0,63.21149193548388,57.42976806640629,58.677869873046916,62.131982421875,2.0212454358184067,60.0
KNYC,2021-05-11,2021-05-10T12:00:00Z,64.0,64.0,62.88084456905251,58.60947998046879,60.44985473632816,62.3659912109375,2.324679667667717,67.0
KNYC,2021-05-12,2021-05-11T12:00:00Z,64.0,65.0,64.39212953629043,62.01634033203129,62.704194335937544,64.65198242187506,1.736139899915716,68.0
KNYC,2021-05-13,2021-05-12T12:00:00Z,69.0,70.0,68.02939941406245,68.02602661132816,68.77551391601567,68.59400878906258,1.576774446700279,72.0
KNYC,2021-05-14,2021-05-13T12:00:00Z,74.0,75.0,74.46548954133051,72.41237304687505,73.72452514648441,72.80599121093762,1.1083216838508048,76.0
KNYC,2021-05-15,2021-05-14T12:00:00Z,73.0,75.0,73.86228058845772,75.18345458984379,76.14810913085941,74.62396484374997,1.3076048379502303,79.0
KNYC,2021-05-16,2021-05-15T12:00:00Z,70.0,72.0,72.42613501764097,74.19062011718754,74.69159667968754,72.44603515625008,1.735711164607314,75.0
KNYC,2021-05-17,2021-05-16T12:00:00Z,74.0,74.0,73.31520312500001,72.71795776367192,74.65940673828129,73.58000000000014,1.7622471801025597,78.0
KNYC,2021-05-18,2021-05-17T12:00:00Z,77.0,79.0,77.06424067540338,78.26605346679692,78.75354431152348,78.47594726562504,1.2733202096341658,82.0
KNYC,2021-05-19,2021-05-18T12:00:00Z,84.0,86.0,84.21021090599803,86.08386962890629,87.5063793945313,85.17202636718756,3.411445579513682,86.0
KNYC,2021-05-20,2021-05-19T12:00:00Z,76.0,73.0,73.06542505670379,76.31339843750004,74.71516235351567,76.42400878906263,1.5811486981083425,76.0
KNYC,2021-05-21,2021-05-20T12:00:00Z,78.0,78.0,77.56434513608882,77.74986083984379,76.71198242187504,78.42198242187513,3.69547113955054,79.0
KNYC,2021-05-22,2021-05-21T12:00:00Z,88.0,88.0,85.80117751386088,92.70170410156254,92.57316406250004,88.79000000000012,2.397632112432066,89.0
KNYC,2021-05-23,2021-05-22T12:00:00Z,88.0,89.0,86.0345920488912,90.54706542968754,90.7084545898438,89.00594726562498,2.2921645355429163,88.0
KNYC,2021-05-24,2021-05-23T12:00:00Z,69.0,65.0,66.53597410534277,65.81815917968754,66.52227294921879,68.75599121093762,2.2634086731312135,68.0
KNYC,2021-05-25,2021-05-24T12:00:00Z,71.0,67.0,72.07416425151219,71.42437255859379,70.94207275390629,72.49995605468756,2.347523048728082,73.0
KNYC,2021-05-26,2021-05-25T12:00:00Z,83.0,85.0,86.93038038684469,91.60955322265629,92.26054809570317,87.74599121093765,2.6956756425228603,86.0
KNYC,2021-05-27,2021-05-26T12:00:00Z,80.0,81.0,79.07772303427437,78.67419555664067,83.72417114257817,81.7159912109375,3.680189581624101,81.0
KNYC,2021-05-28,2021-05-27T12:00:00Z,63.0,59.0,64.25920772429437,69.11109130859379,67.72906616210942,66.2180175781251,3.5131502453465595,69.0
KNYC,2021-05-29,2021-05-28T12:00:00Z,52.0,51.0,52.011191248739905,52.066132812500044,51.34520996093754,53.3840087890625,3.0325061986103736,51.0
KNYC,2021-05-30,2021-05-29T12:00:00Z,53.0,55.0,54.052674993699625,50.806000976562544,50.373139648437544,55.237973632812626,3.3506596144580256,51.0
KNYC,2021-05-31,2021-05-30T12:00:00Z,64.0,67.0,68.8888875063005,66.64504516601566,66.75963256835942,68.61198242187504,4.710320331705693,70.0
KNYC,2021-06-01,2021-05-31T12:00:00Z,77.0,75.0,77.20992250504047,73.41652343750005,72.60512817382816,75.29000000000012,1.395311284603019,76.0
KNYC,2021-06-02,2021-06-01T12:00:00Z,77.0,73.0,75.44366399949595,73.38285034179691,71.46425292968755,74.731982421875,1.42527297313905,75.0
KNYC,2021-06-03,2021-06-02T12:00:00Z,72.0,75.0,75.9655911353327,71.45403564453129,71.55549438476567,72.98599121093756,3.1241300013710265,74.0
KNYC,2021-06-04,2021-06-03T12:00:00Z,74.0,77.0,79.27003906249993,75.82807739257817,77.31930664062504,77.18000000000004,2.4362201272456723,78.0
KNYC,2021-06-05,2021-06-04T12:00:00Z,91.0,93.0,90.12231555569579,88.93174560546879,88.55771606445316,89.06000000000009,1.173230590084342,89.0
KNYC,2021-06-06,2021-06-05T12:00:00Z,92.0,91.0,92.4458020413307,91.70343139648442,91.65800292968754,91.14801757812504,1.9994761971244703,92.0
KNYC,2021-06-07,2021-06-06T12:00:00Z,88.0,87.0,89.34943658644146,91.08627441406254,90.90922973632817,88.51995605468763,3.257920781286598,91.0
KNYC,2021-06-08,2021-06-07T12:00:00Z,84.0,84.0,87.02289377520151,86.77408569335941,91.65102661132816,85.20801757812502,3.705757007903248,90.0
KNYC,2021-06-09,2021-06-08T12:00:00Z,85.0,86.0,91.74358146421388,84.50436523437504,89.24320800781254,86.95396484375013,1.9522016922681735,90.0
KNYC,2021-06-10,2021-06-09T12:00:00Z,80.0,80.0,82.37382276965741,82.42218139648442,82.71007812500004,80.31198242187504,2.8260857842586797,84.0
KNYC,2021-06-11,2021-06-10T12:00:00Z,72.0,71.0,69.17845451108869,66.19861572265629,74.10860717773441,71.90594726562497,4.1538512448869875,69.0
KNYC,2021-06-12,2021-06-11T12:00:00Z,73.0,72.0,72.54376811365944,76.1498120117188,71.73748291015629,72.95,3.619041846880401,69.0
KNYC,2021-06-13,2021-06-12T12:00:00Z,78.0,73.0,74.17351830267135,72.8117260742188,76.00907714843754,72.9319824218751,5.548441836129012,76.0
KNYC,2021-06-14,2021-06-13T12:00:00Z,72.0,71.0,72.71579841859878,66.98023803710942,69.9491284179688,70.10594726562498,3.025875103566878,73.0
KNYC,2021-06-15,2021-06-14T12:00:00Z,78.0,78.0,80.00451266381052,71.56884277343754,78.93369262695316,75.92000000000006,2.5756648347317377,80.0
KNYC,2021-06-16,2021-06-15T12:00:00Z,79.0,77.0,77.38647350680452,74.38419921875004,76.52862060546879,76.83797363281252,2.3580572513831908,77.0
KNYC,2021-06-17,2021-06-16T12:00:00Z,77.0,77.0,79.29611280871981,77.21828735351566,78.37542236328129,77.57599121093759,2.338803851942659,78.0
KNYC,2021-06-18,2021-06-17T12:00:00Z,82.0,82.0,82.30272775957671,83.32833374023441,85.25456665039067,83.58801757812506,2.476730308616587,84.0
KNYC,2021-06-19,2021-06-18T12:00:00Z,84.0,86.0,88.31628370715757,89.23337524414066,90.55310791015629,86.77400878906252,2.6209097089314284,88.0
KNYC,2021-06-20,2021-06-19T12:00:00Z,88.0,87.0,88.59451565650225,79.35820434570317,85.98455322265629,86.93594726562502,2.558581889170809,86.0
KNYC,2021-06-21,2021-06-20T12:00:00Z,84.0,84.0,88.52668394027215,87.7718090820313,86.90366943359379,86.86396484375,2.8065242133474597,86.0
KNYC,2021-06-22,2021-06-21T12:00:00Z,68.0,72.0,77.03688996345763,76.97296264648442,75.81835449218754,75.03801757812506,3.650093304922264,78.0
KNYC,2021-06-23,2021-06-22T12:00:00Z,75.0,75.0,78.47179514238911,75.93349121093755,77.71843994140629,75.32599121093759,1.9713821328377612,76.0
KNYC,2021-06-24,2021-06-23T12:00:00Z,77.0,76.0,77.6032103704637,77.13687866210941,78.3675122070313,77.16198242187514,1.8054491546035532,77.0
KNYC,2021-06-25,2021-06-24T12:00:00Z,76.0,78.0,80.62249291204645,82.77621582031254,82.05298583984379,79.03396484375006,3.0781203085923265,81.0
KNYC,2021-06-26,2021-06-25T12:00:00Z,85.0,80.0,85.20064185357862,83.03197753906254,84.14461791992191,82.85000000000011,1.2109217550660933,83.0
KNYC,2021-06-27,2021-06-26T12:00:00Z,89.0,84.0,90.42915732106871,90.45565917968754,90.92746704101566,88.05202636718761,1.2929539037103592,90.0
KNYC,2021-06-28,2021-06-27T12:00:00Z,91.0,88.0,93.3519246156755,94.42529418945317,94.4152416992188,92.37198242187512,1.2839411960746043,92.0
KNYC,2021-06-29,2021-06-28T12:00:00Z,91.0,93.0,95.16293079007066,97.67873046875005,97.52085693359379,94.20797363281258,1.2494141755428065,95.0
KNYC,2021-06-30,2021-06-29T12:00:00Z,92.0,95.0,97.4330336441532,100.16867187500004,100.73051269531254,95.55797363281258,3.1602802028032406,98.0
KNYC,2021-07-01,2021-06-30T12:00:00Z,76.0,81.0,81.10123598160293,83.66209838867192,87.35965698242191,81.69801757812505,4.7172943919958685,84.0
KNYC,2021-07-02,2021-07-01T12:00:00Z,75.0,75.0,80.7325872605848,79.58380859375004,82.22354858398441,77.71995605468763,3.5555384972948167,79.0
KNYC,2021-07-03,2021-07-02T12:00:00Z,65.0,65.0,68.24599310105847,64.46793945312504,65.52817504882816,66.16396484375,3.1402626414676282,66.0
KNYC,2021-07-04,2021-07-03T12:00:00Z,75.0,71.0,77.89387657510096,71.96132934570316,74.09102905273441,74.42594726562504,2.3484214947824067,79.0
KNYC,2021-07-05,2021-07-04T12:00:00Z,82.0,79.0,83.97315146169372,78.67062500000004,81.16814697265629,80.72599121093758,3.338276596870209,83.0
KNYC,2021-07-06,2021-07-05T12:00:00Z,89.0,92.0,94.45526382938509,95.18966796875004,97.84599731445317,93.47000000000006,2.02518918115935,92.0
KNYC,2021-07-07,2021-07-06T12:00:00Z,89.0,91.0,94.99474952746975,90.75448730468754,96.26665771484379,91.8319824218751,2.5578309571662188,91.0
KNYC,2021-07-08,2021-07-07T12:00:00Z,83.0,83.0,90.19446667086694,84.2737622070313,89.21607177734379,85.99995605468756,3.0516044537777502,84.0
KNYC,2021-07-09,2021-07-08T12:00:00Z,81.0,85.0,88.46847057711679,83.74570434570316,82.10670898437505,84.23594726562501,1.87613536509255,85.0
KNYC,2021-07-10,2021-07-09T12:00:00Z,84.0,80.0,86.40577116935489,77.04651611328129,80.68463867187504,81.10400878906256,2.175703940909064,81.0
KNYC,2021-07-11,2021-07-10T12:00:00Z,80.0,74.0,79.37391302293346,77.90976684570316,74.17721679687504,77.63000000000004,3.872835427713774,78.0
KNYC,2021-07-12,2021-07-11T12:00:00Z,81.0,85.0,90.19311854208685,82.3643383789063,89.83443725585941,83.60594726562498,3.856019236446504,86.0
KNYC,2021-07-13,2021-07-12T12:00:00Z,77.0,77.0,83.37247149067558,75.30001953125004,75.59912231445317,78.81801757812511,3.4448512803796283,72.0
KNYC,2021-07-14,2021-07-13T12:00:00Z,87.0,87.0,91.66909274193547,86.93679321289066,89.9288647460938,87.11603515625004,2.9631371972352647,87.0
KNYC,2021-07-15,2021-07-14T12:00:00Z,89.0,87.0,91.83954952116962,89.62091796875004,92.04093139648441,88.5020263671876,1.2803419321690235,89.0
KNYC,2021-07-16,2021-07-15T12:00:00Z,92.0,90.0,94.80363249747981,94.00078247070317,96.37778442382816,91.74198242187508,1.259795528268413,91.0
KNYC,2021-07-17,2021-07-16T12:00:00Z,86.0,84.0,91.40844855720773,80.02490966796879,92.18314941406254,87.0799560546876,3.262832160646527,91.0
KNYC,2021-07-18,2021-07-17T12:00:00Z,82.0,84.0,87.69687310987906,81.70730102539066,82.3390698242188,83.19198242187508,2.3377794223913897,84.0
KNYC,2021-07-19,2021-07-18T12:00:00Z,81.0,82.0,84.4864312941027,78.10340087890629,80.25595214843754,82.43599121093756,3.0502203997660997,81.0
KNYC,2021-07-20,2021-07-19T12:00:00Z,90.0,90.0,92.77669465095785,88.93515136718754,89.52901733398441,88.10599121093762,1.3801804640382425,86.0
KNYC,2021-07-21,2021-07-20T12:00:00Z,83.0,82.0,89.80937106224822,84.57912719726566,79.54804809570317,84.30797363281258,2.5475838290645054,80.0
KNYC,2021-07-22,2021-07-21T12:00:00Z,83.0,82.0,84.26673591859881,79.95360839843754,81.7978833007813,81.0500000000001,1.70529598548448,81.0
KNYC,2021-07-23,2021-07-22T12:00:00Z,82.0,82.0,83.77844821068564,80.77483642578129,82.40723999023442,81.68000000000004,0.9602627106198758,83.0
KNYC,2021-07-24,2021-07-23T12:00:00Z,82.0,81.0,86.64579196068556,83.18781860351567,84.37357299804691,81.48202636718764,1.3258154382214182,84.0
KNYC,2021-07-25,2021-07-24T12:00:00Z,80.0,81.0,88.36677828881042,85.96263549804692,87.06818969726567,83.91198242187504,2.3781770061234666,83.0
KNYC,2021-07-26,2021-07-25T12:00:00Z,89.0,92.0,91.25482878654242,89.98319213867191,92.20709960937504,88.17801757812508,1.4148317180985988,88.0
KNYC,2021-07-27,2021-07-26T12:00:00Z,91.0,90.0,92.7136515561995,93.74145019531254,93.62054565429692,89.85198242187506,2.4602653113830697,89.0
KNYC,2021-07-28,2021-07-27T12:00:00Z,80.0,78.0,84.38173654863907,83.66039550781254,82.23096435546879,79.08797363281262,2.820605605991905,81.0
KNYC,2021-07-29,2021-07-28T12:00:00Z,76.0,74.0,80.99831180695574,77.4461987304688,73.48826416015629,74.98396484375006,4.2495626117388925,77.0
KNYC,2021-07-30,2021-07-29T12:00:00Z,82.0,80.0,82.45807443926411,79.79771240234379,78.3371899414063,80.20396484375001,2.9687671927979906,82.0
KNYC,2021-07-31,2021-07-30T12:00:00Z,78.0,75.0,81.9367242628527,75.12017333984379,78.42271850585942,77.0000000000001,1.9874889598884948,77.0
KNYC,2021-08-01,2021-07-31T12:00:00Z,73.0,75.0,74.25048639112916,78.6322827148438,73.71013305664067,75.99202636718762,3.019161774814228,77.0
KNYC,2021-08-02,2021-08-01T12:00:00Z,79.0,79.0,83.5398747794861,78.91704833984379,79.95448730468755,79.98797363281263,1.6978949238960008,80.0
KNYC,2021-08-03,2021-08-02T12:00:00Z,79.0,81.0,83.3044554876511,82.65305908203129,83.62260253906254,79.2319824218751,1.947439725311435,79.0
KNYC,2021-08-04,2021-08-03T12:00:00Z,78.0,77.0,77.86793693296376,83.92857177734379,81.22533081054692,76.40599121093751,1.8392563649491578,76.0
KNYC,2021-08-05,2021-08-04T12:00:00Z,77.0,76.0,81.69266333795369,76.23517578125004,76.89364135742191,79.32202636718756,2.9896495039792628,81.0
KNYC,2021-08-06,2021-08-05T12:00:00Z,88.0,87.0,89.98156155493967,90.04356201171879,90.13282592773442,86.64801757812515,1.375347830084689,88.0
KNYC,2021-08-07,2021-08-06T12:00:00Z,87.0,87.0,86.65483618951626,86.91322753906255,92.21863525390629,85.56797363281257,2.597782579645701,87.0
KNYC,2021-08-08,2021-08-07T12:00:00Z,77.0,75.0,77.56685795740947,87.3565258789063,84.4280102539063,80.76198242187505,6.2370967162896065,77.0
KNYC,2021-08-09,2021-08-08T12:00:00Z,81.0,80.0,83.61633395287296,77.95986450195316,74.83892333984379,81.68000000000004,4.082807743961142,81.0
KNYC,2021-08-10,2021-08-09T12:00:00Z,86.0,81.0,88.0386570690524,77.55743530273442,82.63740356445317,84.07396484375008,2.8134084928961665,84.0
KNYC,2021-08-11,2021-08-10T12:00:00Z,91.0,89.0,96.13036416330638,89.28671386718754,95.09897583007816,90.37396484375009,1.5445956097866635,89.0
KNYC,2021-08-12,2021-08-11T12:00:00Z,92.0,96.0,98.13474955897172,95.96118286132817,97.22351196289067,94.37000000000006,2.134361205113663,93.0
KNYC,2021-08-13,2021-08-12T12:00:00Z,92.0,94.0,97.51789629536296,94.59607666015629,97.58842285156254,92.7319824218751,2.0070000382549207,94.0
KNYC,2021-08-14,2021-08-13T12:00:00Z,86.0,88.0,87.02897240423398,84.38477905273442,94.37585571289067,86.59400878906258,3.973804361846541,88.0
