station_id,target_date_local,asof_utc,gfs_cig_min,gfs_cig_max,gfs_cig_mean,gfs_cig_median,gfs_dpt_min,gfs_dpt_max,gfs_dpt_mean,gfs_dpt_median,gfs_n_x_min,gfs_n_x_max,gfs_n_x_mean,gfs_n_x_median,gfs_p06_min,gfs_p06_max,gfs_p06_mean,gfs_p06_median,gfs_p12_min,gfs_p12_max,gfs_p12_mean,gfs_p12_median,gfs_pos_min,gfs_pos_max,gfs_pos_mean,gfs_pos_median,gfs_poz_min,gfs_poz_max,gfs_poz_mean,gfs_poz_median,gfs_q06_min,gfs_q06_max,gfs_q06_mean,gfs_q06_median,gfs_q12_min,gfs_q12_max,gfs_q12_mean,gfs_q12_median,gfs_snw_min,gfs_snw_max,gfs_snw_mean,gfs_snw_median,gfs_t06_min,gfs_t06_max,gfs_t06_mean,gfs_t06_median,gfs_t06_1_min,gfs_t06_1_max,gfs_t06_1_mean,gfs_t06_1_median,gfs_t06_2_min,gfs_t06_2_max,gfs_t06_2_mean,gfs_t06_2_median,gfs_tmp_min,gfs_tmp_max,gfs_tmp_mean,gfs_tmp_median,gfs_vis_min,gfs_vis_max,gfs_vis_mean,gfs_vis_median,gfs_wdr_min,gfs_wdr_max,gfs_wdr_mean,gfs_wdr_median,gfs_wsp_min,gfs_wsp_max,gfs_wsp_mean,gfs_wsp_median,nam_cig_min,nam_cig_max,nam_cig_mean,nam_cig_median,nam_dpt_min,nam_dpt_max,nam_dpt_mean,nam_dpt_median,nam_n_x_min,nam_n_x_max,nam_n_x_mean,nam_n_x_median,nam_p06_min,nam_p06_max,nam_p06_mean,nam_p06_median,nam_p12_min,nam_p12_max,nam_p12_mean,nam_p12_median,nam_pos_min,nam_pos_max,nam_pos_mean,nam_pos_median,nam_poz_min,nam_poz_max,nam_poz_mean,nam_poz_median,nam_q06_min,nam_q06_max,nam_q06_mean,nam_q06_median,nam_q12_min,nam_q12_max,nam_q12_mean,nam_q12_median,nam_snw_min,nam_snw_max,nam_snw_mean,nam_snw_median,nam_t06_min,nam_t06_max,nam_t06_mean,nam_t06_median,nam_t06_1_min,nam_t06_1_max,nam_t06_1_mean,nam_t06_1_median,nam_t06_2_min,nam_t06_2_max,nam_t06_2_mean,nam_t06_2_median,nam_tmp_min,nam_tmp_max,nam_tmp_mean,nam_tmp_median,nam_vis_min,nam_vis_max,nam_vis_mean,nam_vis_median,nam_wdr_min,nam_wdr_max,nam_wdr_mean,nam_wdr_median,nam_wsp_min,nam_wsp_max,nam_wsp_mean,nam_wsp_median,target_tmax_f
KMDW,2012-06-29,2012-06-28T12:00:00Z,8.0000,8.0000,8.0000,8.0000,64.0000,69.0000,66.1250,66.0000,72.0000,88.0000,80.0000,80.0000,10.0000,21.0000,14.5000,13.5000,23.0000,30.0000,26.5000,26.5000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,13.0000,29.0000,22.0000,23.0000,13.0000,29.0000,22.0000,23.0000,5.0000,30.0000,15.2500,13.0000,74.0000,84.0000,79.5000,79.5000,5.0000,7.0000,6.7500,7.0000,30.0000,340.0000,228.7500,255.0000,4.0000,7.0000,5.3750,5.0000,8.0000,8.0000,8.0000,8.0000,56.0000,69.0000,61.1250,59.5000,73.0000,92.0000,82.5000,82.5000,2.0000,23.0000,8.2500,4.0000,6.0000,23.0000,14.5000,14.5000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,2.0000,23.0000,11.5000,10.5000,2.0000,23.0000,11.5000,10.5000,2.0000,23.0000,10.2500,8.0000,76.0000,91.0000,83.0000,82.0000,7.0000,7.0000,7.0000,7.0000,60.0000,360.0000,203.7500,155.0000,4.0000,9.0000,5.7500,5.0000,88.0
KMDW,2012-06-30,2012-06-29T12:00:00Z,8.0000,8.0000,8.0000,8.0000,65.0000,69.0000,67.0000,67.0000,74.0000,90.0000,82.0000,82.0000,10.0000,37.0000,19.7500,16.0000,21.0000,54.0000,37.5000,37.5000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,,,,,13.0000,41.0000,23.5000,20.0000,13.0000,41.0000,23.5000,20.0000,8.0000,30.0000,19.0000,19.0000,76.0000,87.0000,81.2500,81.0000,7.0000,7.0000,7.0000,7.0000,90.0000,300.0000,227.5000,260.0000,3.0000,7.0000,4.8750,4.5000,8.0000,8.0000,8.0000,8.0000,67.0000,69.0000,68.1250,68.5000,75.0000,90.0000,82.5000,82.5000,7.0000,48.0000,23.0000,18.5000,29.0000,48.0000,38.5000,38.5000,,,,,,,,,0.0000,1.0000,0.2500,0.0000,0.0000,1.0000,0.5000,0.5000,,,,,21.0000,30.0000,27.0000,28.5000,21.0000,30.0000,27.0000,28.5000,7.0000,25.0000,15.0000,14.0000,77.0000,87.0000,81.8750,82.0000,7.0000,7.0000,7.0000,7.0000,120.0000,270.0000,211.2500,230.0000,2.0000,10.0000,6.6250,7.0000,89.0
KMDW,2012-07-01,2012-06-30T12:00:00Z,8.0000,8.0000,8.0000,8.0000,67.0000,70.0000,68.7500,69.0000,72.0000,92.0000,82.0000,82.0000,7.0000,15.0000,11.2500,11.5000,19.0000,33.0000,26.0000,26.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,8.0000,47.0000,24.7500,22.0000,8.0000,47.0000,24.7500,22.0000,8.0000,38.0000,19.2500,15.5000,74.0000,89.0000,81.6250,82.0000,5.0000,7.0000,6.5000,7.0000,100.0000,360.0000,216.2500,210.0000,2.0000,9.0000,5.0000,5.0000,8.0000,8.0000,8.0000,8.0000,61.0000,67.0000,63.8750,63.5000,73.0000,92.0000,82.5000,82.5000,3.0000,20.0000,7.7500,4.0000,6.0000,26.0000,16.0000,16.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,13.0000,23.0000,18.7500,19.5000,13.0000,23.0000,18.7500,19.5000,7.0000,19.0000,13.2500,13.5000,75.0000,91.0000,82.7500,82.5000,7.0000,7.0000,7.0000,7.0000,30.0000,350.0000,96.2500,65.0000,3.0000,8.0000,5.1250,5.0000,90.0
KMDW,2012-07-02,2012-07-01T12:00:00Z,8.0000,8.0000,8.0000,8.0000,68.0000,71.0000,69.2500,69.0000,74.0000,92.0000,83.0000,83.0000,12.0000,27.0000,17.7500,16.0000,33.0000,33.0000,33.0000,33.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,24.0000,42.0000,34.5000,36.0000,24.0000,42.0000,34.5000,36.0000,7.0000,22.0000,13.7500,13.0000,76.0000,89.0000,82.3750,82.5000,6.0000,7.0000,6.8750,7.0000,190.0000,260.0000,225.0000,230.0000,3.0000,9.0000,5.5000,5.0000,8.0000,8.0000,8.0000,8.0000,63.0000,66.0000,64.0000,64.0000,75.0000,96.0000,85.5000,85.5000,9.0000,42.0000,20.5000,15.5000,28.0000,53.0000,40.5000,40.5000,,,,,,,,,0.0000,1.0000,0.2500,0.0000,0.0000,1.0000,0.5000,0.5000,,,,,19.0000,34.0000,26.2500,26.0000,19.0000,34.0000,26.2500,26.0000,6.0000,21.0000,14.7500,16.0000,77.0000,94.0000,85.7500,86.5000,6.0000,7.0000,6.8750,7.0000,60.0000,240.0000,142.5000,130.0000,3.0000,8.0000,5.8750,5.5000,97.0
KMDW,2012-07-03,2012-07-02T12:00:00Z,8.0000,8.0000,8.0000,8.0000,71.0000,72.0000,71.1250,71.0000,75.0000,91.0000,83.0000,83.0000,1.0000,43.0000,22.7500,23.5000,37.0000,58.0000,47.5000,47.5000,,,,,,,,,0.0000,1.0000,0.5000,0.5000,0.0000,1.0000,0.5000,0.5000,,,,,15.0000,59.0000,30.2500,23.5000,15.0000,59.0000,30.2500,23.5000,7.0000,23.0000,14.0000,13.0000,77.0000,88.0000,82.5000,82.0000,5.0000,7.0000,6.7500,7.0000,220.0000,250.0000,228.7500,225.0000,5.0000,13.0000,7.7500,6.5000,8.0000,8.0000,8.0000,8.0000,65.0000,68.0000,66.6250,67.0000,77.0000,98.0000,87.5000,87.5000,2.0000,38.0000,19.5000,19.0000,6.0000,60.0000,33.0000,33.0000,,,,,,,,,0.0000,1.0000,0.2500,0.0000,0.0000,1.0000,0.5000,0.5000,,,,,12.0000,32.0000,23.2500,24.5000,12.0000,32.0000,23.2500,24.5000,3.0000,21.0000,11.2500,10.5000,79.0000,96.0000,87.8750,88.5000,7.0000,7.0000,7.0000,7.0000,200.0000,240.0000,226.2500,235.0000,4.0000,13.0000,8.0000,7.5000,95.0
KMDW,2012-07-04,2012-07-03T12:00:00Z,8.0000,8.0000,8.0000,8.0000,71.0000,74.0000,73.0000,74.0000,76.0000,93.0000,84.5000,84.5000,7.0000,18.0000,12.2500,12.0000,13.0000,25.0000,19.0000,19.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20.0000,41.0000,30.7500,31.0000,20.0000,41.0000,30.7500,31.0000,8.0000,27.0000,15.0000,12.5000,78.0000,90.0000,83.6250,83.5000,5.0000,7.0000,6.3750,7.0000,220.0000,260.0000,245.0000,250.0000,4.0000,10.0000,6.7500,7.0000,8.0000,8.0000,8.0000,8.0000,63.0000,69.0000,66.1250,66.5000,79.0000,102.0000,90.5000,90.5000,2.0000,4.0000,3.2500,3.5000,6.0000,6.0000,6.0000,6.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,18.0000,24.0000,21.2500,21.5000,18.0000,24.0000,21.2500,21.5000,6.0000,25.0000,14.2500,13.0000,81.0000,101.0000,90.8750,91.0000,7.0000,7.0000,7.0000,7.0000,210.0000,260.0000,237.5000,240.0000,5.0000,11.0000,7.6250,8.0000,101.0
KMDW,2012-07-05,2012-07-04T12:00:00Z,8.0000,8.0000,8.0000,8.0000,72.0000,74.0000,72.8750,73.0000,77.0000,94.0000,85.5000,85.5000,3.0000,14.0000,7.5000,6.5000,14.0000,15.0000,14.5000,14.5000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,13.0000,37.0000,24.7500,24.5000,13.0000,37.0000,24.7500,24.5000,7.0000,22.0000,13.7500,13.0000,79.0000,91.0000,84.6250,84.5000,5.0000,7.0000,6.6250,7.0000,240.0000,260.0000,251.2500,255.0000,5.0000,9.0000,6.5000,6.5000,8.0000,8.0000,8.0000,8.0000,61.0000,67.0000,63.8750,64.0000,80.0000,101.0000,90.5000,90.5000,3.0000,18.0000,7.2500,4.0000,6.0000,21.0000,13.5000,13.5000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,12.0000,33.0000,20.7500,19.0000,12.0000,33.0000,20.7500,19.0000,3.0000,13.0000,8.7500,9.5000,82.0000,99.0000,90.5000,90.5000,7.0000,7.0000,7.0000,7.0000,180.0000,260.0000,233.7500,240.0000,3.0000,9.0000,5.7500,6.0000,102.0
KMDW,2012-07-06,2012-07-05T12:00:00Z,8.0000,8.0000,8.0000,8.0000,72.0000,76.0000,73.6250,73.5000,78.0000,95.0000,86.5000,86.5000,0.0000,10.0000,3.5000,2.0000,4.0000,10.0000,7.0000,7.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,8.0000,18.0000,14.0000,15.0000,8.0000,18.0000,14.0000,15.0000,8.0000,19.0000,13.5000,13.5000,80.0000,92.0000,86.1250,86.0000,5.0000,7.0000,6.5000,7.0000,230.0000,310.0000,262.5000,255.0000,3.0000,9.0000,6.0000,5.5000,8.0000,8.0000,8.0000,8.0000,64.0000,70.0000,67.0000,67.0000,80.0000,102.0000,91.0000,91.0000,2.0000,4.0000,3.2500,3.5000,6.0000,6.0000,6.0000,6.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,11.0000,25.0000,18.0000,18.0000,11.0000,25.0000,18.0000,18.0000,5.0000,16.0000,10.0000,9.5000,82.0000,101.0000,91.3750,91.5000,6.0000,7.0000,6.8750,7.0000,180.0000,330.0000,246.2500,245.0000,3.0000,9.0000,5.5000,5.0000,104.0
KMDW,2012-07-07,2012-07-06T12:00:00Z,8.0000,8.0000,8.0000,8.0000,68.0000,74.0000,72.1250,73.5000,78.0000,90.0000,84.0000,84.0000,3.0000,13.0000,8.0000,8.0000,13.0000,17.0000,15.0000,15.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,11.0000,31.0000,20.0000,19.0000,11.0000,31.0000,20.0000,19.0000,5.0000,20.0000,11.0000,9.5000,77.0000,87.0000,82.3750,82.0000,5.0000,7.0000,6.5000,7.0000,30.0000,340.0000,192.5000,260.0000,4.0000,12.0000,7.7500,8.0000,8.0000,8.0000,8.0000,8.0000,64.0000,72.0000,67.7500,67.0000,82.0000,93.0000,87.5000,87.5000,2.0000,4.0000,3.2500,3.5000,6.0000,6.0000,6.0000,6.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,13.0000,23.0000,17.2500,16.5000,13.0000,23.0000,17.2500,16.5000,3.0000,13.0000,8.0000,8.0000,78.0000,92.0000,86.7500,86.5000,7.0000,7.0000,7.0000,7.0000,20.0000,300.0000,161.2500,210.0000,3.0000,16.0000,9.2500,9.5000,98.0
KMDW,2012-07-08,2012-07-07T12:00:00Z,8.0000,8.0000,8.0000,8.0000,59.0000,65.0000,62.3750,63.5000,68.0000,84.0000,76.0000,76.0000,10.0000,18.0000,14.0000,14.0000,18.0000,35.0000,26.5000,26.5000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,8.0000,31.0000,16.2500,13.0000,8.0000,31.0000,16.2500,13.0000,2.0000,5.0000,3.2500,3.0000,70.0000,81.0000,74.8750,74.0000,7.0000,7.0000,7.0000,7.0000,20.0000,50.0000,40.0000,40.0000,5.0000,11.0000,8.5000,9.0000,7.0000,8.0000,7.8750,8.0000,57.0000,66.0000,60.2500,58.5000,72.0000,84.0000,78.0000,78.0000,2.0000,13.0000,5.7500,4.0000,6.0000,29.0000,17.5000,17.5000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,4.0000,27.0000,14.0000,12.5000,4.0000,27.0000,14.0000,12.5000,2.0000,12.0000,5.5000,4.0000,74.0000,82.0000,77.2500,76.5000,7.0000,7.0000,7.0000,7.0000,30.0000,60.0000,43.7500,40.0000,7.0000,15.0000,12.3750,13.0000,85.0
KMDW,2012-07-09,2012-07-08T12:00:00Z,8.0000,8.0000,8.0000,8.0000,59.0000,62.0000,60.7500,61.0000,66.0000,84.0000,75.0000,75.0000,2.0000,6.0000,4.5000,5.0000,6.0000,6.0000,6.0000,6.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,2.0000,12.0000,4.7500,2.5000,2.0000,12.0000,4.7500,2.5000,1.0000,10.0000,4.2500,3.0000,68.0000,81.0000,74.2500,74.5000,7.0000,7.0000,7.0000,7.0000,10.0000,350.0000,71.2500,40.0000,1.0000,12.0000,6.2500,6.5000,8.0000,8.0000,8.0000,8.0000,55.0000,61.0000,57.8750,57.5000,70.0000,86.0000,78.0000,78.0000,2.0000,4.0000,3.2500,3.5000,6.0000,6.0000,6.0000,6.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,3.2500,3.0000,72.0000,83.0000,77.5000,77.5000,7.0000,7.0000,7.0000,7.0000,30.0000,130.0000,52.5000,40.0000,2.0000,12.0000,7.2500,8.0000,88.0
KMDW,2012-07-10,2012-07-09T12:00:00Z,8.0000,8.0000,8.0000,8.0000,55.0000,60.0000,57.6250,58.0000,65.0000,82.0000,73.5000,73.5000,2.0000,6.0000,4.0000,4.0000,5.0000,6.0000,5.5000,5.5000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,0.0000,3.0000,1.2500,1.0000,0.0000,3.0000,1.2500,1.0000,0.0000,3.0000,1.7500,2.0000,67.0000,80.0000,72.7500,72.0000,7.0000,7.0000,7.0000,7.0000,20.0000,60.0000,38.7500,35.0000,6.0000,12.0000,8.8750,8.5000,8.0000,8.0000,8.0000,8.0000,55.0000,63.0000,58.5000,57.5000,70.0000,84.0000,77.0000,77.0000,2.0000,4.0000,3.5000,4.0000,6.0000,6.0000,6.0000,6.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,4.0000,6.0000,4.5000,4.0000,4.0000,6.0000,4.5000,4.0000,1.0000,4.0000,2.7500,3.0000,72.0000,82.0000,76.5000,76.0000,7.0000,7.0000,7.0000,7.0000,30.0000,60.0000,43.7500,45.0000,6.0000,14.0000,10.6250,10.5000,82.0
KMDW,2012-07-11,2012-07-10T12:00:00Z,8.0000,8.0000,8.0000,8.0000,57.0000,61.0000,59.0000,59.5000,65.0000,83.0000,74.0000,74.0000,1.0000,4.0000,3.0000,3.5000,4.0000,4.0000,4.0000,4.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,1.0000,4.0000,2.2500,2.0000,1.0000,4.0000,2.2500,2.0000,0.0000,0.0000,0.0000,0.0000,67.0000,81.0000,73.5000,73.5000,7.0000,7.0000,7.0000,7.0000,70.0000,90.0000,81.2500,85.0000,4.0000,9.0000,6.6250,6.5000,8.0000,8.0000,8.0000,8.0000,57.0000,61.0000,58.8750,59.0000,68.0000,87.0000,77.5000,77.5000,2.0000,4.0000,3.2500,3.5000,6.0000,6.0000,6.0000,6.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,0.0000,3.0000,1.5000,1.5000,0.0000,3.0000,1.5000,1.5000,0.0000,4.0000,2.2500,2.5000,70.0000,86.0000,77.8750,78.5000,7.0000,7.0000,7.0000,7.0000,20.0000,110.0000,66.2500,55.0000,4.0000,9.0000,6.6250,6.5000,86.0
KMDW,2012-07-12,2012-07-11T12:00:00Z,8.0000,8.0000,8.0000,8.0000,57.0000,61.0000,58.6250,59.0000,65.0000,85.0000,75.0000,75.0000,2.0000,6.0000,4.2500,4.5000,5.0000,6.0000,5.5000,5.5000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,0.0000,1.0000,0.5000,0.5000,0.0000,1.0000,0.5000,0.5000,0.0000,2.0000,0.5000,0.0000,67.0000,84.0000,75.1250,75.5000,7.0000,7.0000,7.0000,7.0000,80.0000,120.0000,102.5000,105.0000,3.0000,8.0000,5.6250,5.5000,8.0000,8.0000,8.0000,8.0000,54.0000,61.0000,57.2500,57.5000,69.0000,89.0000,79.0000,79.0000,2.0000,4.0000,3.2500,3.5000,6.0000,6.0000,6.0000,6.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,0.0000,6.0000,2.7500,2.5000,0.0000,6.0000,2.7500,2.5000,0.0000,3.0000,0.7500,0.0000,72.0000,88.0000,79.7500,80.0000,7.0000,7.0000,7.0000,7.0000,60.0000,140.0000,86.2500,70.0000,3.0000,10.0000,6.5000,6.0000,90.0
KMDW,2012-07-13,2012-07-12T12:00:00Z,8.0000,8.0000,8.0000,8.0000,60.0000,68.0000,64.8750,66.5000,69.0000,86.0000,77.5000,77.5000,4.0000,12.0000,7.0000,6.0000,7.0000,20.0000,13.5000,13.5000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,3.0000,22.0000,10.5000,8.5000,3.0000,22.0000,10.5000,8.5000,0.0000,11.0000,3.2500,1.0000,71.0000,84.0000,77.1250,77.5000,7.0000,7.0000,7.0000,7.0000,130.0000,170.0000,148.7500,145.0000,3.0000,8.0000,5.5000,5.5000,8.0000,8.0000,8.0000,8.0000,57.0000,64.0000,61.3750,62.0000,71.0000,93.0000,82.0000,82.0000,2.0000,4.0000,3.2500,3.5000,6.0000,6.0000,6.0000,6.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,2.0000,20.0000,8.2500,5.5000,2.0000,20.0000,8.2500,5.5000,0.0000,14.0000,5.0000,3.0000,73.0000,91.0000,82.2500,83.0000,7.0000,7.0000,7.0000,7.0000,100.0000,180.0000,143.7500,145.0000,3.0000,8.0000,5.8750,5.5000,93.0
KMDW,2012-07-14,2012-07-13T12:00:00Z,8.0000,8.0000,8.0000,8.0000,67.0000,69.0000,68.1250,68.0000,71.0000,86.0000,78.5000,78.5000,13.0000,33.0000,24.5000,26.0000,33.0000,46.0000,39.5000,39.5000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,,,,,18.0000,37.0000,26.7500,26.0000,18.0000,37.0000,26.7500,26.0000,2.0000,16.0000,6.5000,4.0000,73.0000,84.0000,78.1250,78.0000,5.0000,7.0000,6.6250,7.0000,180.0000,240.0000,217.5000,225.0000,3.0000,9.0000,5.7500,5.0000,8.0000,8.0000,8.0000,8.0000,65.0000,68.0000,66.5000,66.5000,74.0000,90.0000,82.0000,82.0000,31.0000,39.0000,34.0000,33.0000,38.0000,42.0000,40.0000,40.0000,,,,,,,,,0.0000,1.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,22.0000,40.0000,28.2500,25.5000,22.0000,40.0000,28.2500,25.5000,3.0000,16.0000,7.7500,6.0000,76.0000,88.0000,81.7500,81.5000,7.0000,7.0000,7.0000,7.0000,160.0000,250.0000,203.7500,195.0000,3.0000,8.0000,5.2500,5.0000,89.0
KMDW,2012-07-15,2012-07-14T12:00:00Z,6.0000,8.0000,7.6250,8.0000,68.0000,71.0000,68.8750,68.5000,71.0000,87.0000,79.0000,79.0000,4.0000,32.0000,15.0000,12.0000,11.0000,57.0000,34.0000,34.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,,,,,4.0000,35.0000,14.7500,10.0000,4.0000,35.0000,14.7500,10.0000,1.0000,7.0000,3.7500,3.5000,73.0000,84.0000,78.1250,78.5000,5.0000,7.0000,6.5000,7.0000,140.0000,310.0000,241.2500,250.0000,3.0000,7.0000,5.2500,5.5000,7.0000,8.0000,7.8750,8.0000,65.0000,67.0000,65.3750,65.0000,72.0000,91.0000,81.5000,81.5000,2.0000,17.0000,6.7500,4.0000,17.0000,27.0000,22.0000,22.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,9.0000,22.0000,15.0000,14.5000,9.0000,22.0000,15.0000,14.5000,1.0000,12.0000,6.0000,5.5000,74.0000,89.0000,81.5000,82.0000,7.0000,7.0000,7.0000,7.0000,120.0000,240.0000,187.5000,205.0000,5.0000,8.0000,6.1250,6.0000,95.0
KMDW,2012-07-16,2012-07-15T12:00:00Z,8.0000,8.0000,8.0000,8.0000,70.0000,72.0000,71.1250,71.0000,73.0000,90.0000,81.5000,81.5000,1.0000,9.0000,3.7500,2.5000,3.0000,9.0000,6.0000,6.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,1.0000,8.0000,3.7500,3.0000,1.0000,8.0000,3.7500,3.0000,0.0000,11.0000,4.0000,2.5000,75.0000,88.0000,81.1250,81.5000,5.0000,7.0000,6.7500,7.0000,220.0000,240.0000,228.7500,230.0000,2.0000,10.0000,6.3750,7.0000,8.0000,8.0000,8.0000,8.0000,62.0000,67.0000,64.6250,65.0000,75.0000,97.0000,86.0000,86.0000,2.0000,4.0000,3.2500,3.5000,6.0000,6.0000,6.0000,6.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,1.0000,19.0000,6.5000,3.0000,1.0000,19.0000,6.5000,3.0000,1.0000,11.0000,4.7500,3.5000,77.0000,95.0000,85.8750,86.0000,7.0000,7.0000,7.0000,7.0000,120.0000,230.0000,198.7500,215.0000,3.0000,13.0000,8.0000,8.0000,98.0
KMDW,2012-07-17,2012-07-16T12:00:00Z,7.0000,8.0000,7.7500,8.0000,73.0000,74.0000,73.3750,73.0000,75.0000,92.0000,83.5000,83.5000,1.0000,15.0000,8.5000,9.0000,4.0000,30.0000,17.0000,17.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,3.0000,32.0000,11.7500,6.0000,3.0000,32.0000,11.7500,6.0000,3.0000,20.0000,9.0000,6.5000,77.0000,89.0000,82.5000,82.5000,5.0000,7.0000,6.2500,7.0000,210.0000,250.0000,236.2500,240.0000,5.0000,10.0000,7.8750,8.5000,8.0000,8.0000,8.0000,8.0000,65.0000,68.0000,66.5000,66.5000,78.0000,98.0000,88.0000,88.0000,2.0000,4.0000,3.2500,3.5000,6.0000,6.0000,6.0000,6.0000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,11.0000,23.0000,14.7500,12.5000,11.0000,23.0000,14.7500,12.5000,2.0000,17.0000,7.0000,4.5000,80.0000,95.0000,87.3750,87.5000,7.0000,7.0000,7.0000,7.0000,190.0000,250.0000,225.0000,230.0000,7.0000,12.0000,9.2500,9.5000,99.0
KMDW,2012-07-18,2012-07-17T12:00:00Z,7.0000,8.0000,7.8750,8.0000,69.0000,72.0000,70.7500,71.0000,74.0000,85.0000,79.5000,79.5000,11.0000,31.0000,24.5000,28.0000,38.0000,47.0000,42.5000,42.5000,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,,,,,21.0000,41.0000,32.0000,33.0000,21.0000,41.0000,32.0000,33.0000,7.0000,18.0000,11.2500,10.0000,76.0000,82.0000,78.8750,79.0000,5.0000,7.0000,6.2500,7.0000,30.0000,360.0000,158.7500,60.0000,3.0000,8.0000,5.5000,5.5000,8.0000,8.0000,8.0000,8.0000,68.0000,71.0000,69.5000,69.5000,78.0000,88.0000,83.0000,83.0000,9.0000,45.0000,30.0000,33.0000,40.0000,60.0000,50.0000,50.0000,,,,,,,,,0.0000,1.0000,0.2500,0.0000,0.0000,1.0000,0.5000,0.5000,,,,,18.0000,41.0000,25.2500,21.0000,18.0000,41.0000,25.2500,21.0000,3.0000,15.0000,8.7500,8.5000,78.0000,85.0000,81.8750,82.0000,6.0000,7.0000,6.8750,7.0000,20.0000,360.0000,185.0000,240.0000,3.0000,10.0000,6.6250,7.0000,91.0
