station_id,target_date_local,asof_utc,mu_hat_oof,actual_tmax_f,residual_f,r_value
KNYC,2022-01-23,2022-01-22 12:00:00+00:00,39.89959611564898,37.0,-2.8995961156489827,1.493164118112113
KNYC,2022-01-24,2022-01-23 12:00:00+00:00,39.63499401722079,36.0,-3.634994017220791,1.9262189963297935
KNYC,2022-01-25,2022-01-24 12:00:00+00:00,40.09655677327885,42.0,1.9034432267211514,2.202778110284128
KNYC,2022-01-26,2022-01-25 12:00:00+00:00,39.6368867553797,28.0,-11.636886755379699,1.8365256360133968
KNYC,2022-01-27,2022-01-26 12:00:00+00:00,40.31407854241688,32.0,-8.31407854241688,1.0966368129427235
KNYC,2022-01-28,2022-01-27 12:00:00+00:00,39.53766656081601,32.0,-7.537666560816007,1.8186213703531808
KNYC,2022-01-29,2022-01-28 12:00:00+00:00,39.6169373846714,29.0,-10.616937384671402,1.6701013014504935
KNYC,2022-01-30,2022-01-29 12:00:00+00:00,39.88206946668472,26.0,-13.882069466684719,1.4606510710707408
KNYC,2022-01-31,2022-01-30 12:00:00+00:00,39.688369595126154,31.0,-8.688369595126154,1.9850141421076444
KNYC,2022-02-01,2022-01-31 12:00:00+00:00,39.70078876761916,36.0,-3.7007887676191586,1.850330316683752
KNYC,2022-02-02,2022-02-01 12:00:00+00:00,42.993242376008254,47.0,4.006757623991746,1.4565709978262489
KNYC,2022-02-03,2022-02-02 12:00:00+00:00,45.39990592188234,52.0,6.600094078117657,2.930761842964744
KNYC,2022-02-04,2022-02-03 12:00:00+00:00,48.29454465076551,57.0,8.70545534923449,6.411804075503949
KNYC,2022-02-05,2022-02-04 12:00:00+00:00,39.44628376970199,27.0,-12.446283769701992,1.7950078407128374
KNYC,2022-02-06,2022-02-05 12:00:00+00:00,40.16206719988823,30.0,-10.162067199888227,1.147919520607016
KNYC,2022-02-07,2022-02-06 12:00:00+00:00,39.599147791750305,37.0,-2.5991477917503047,1.6280929414726677
KNYC,2022-02-08,2022-02-07 12:00:00+00:00,39.831273210362774,45.0,5.168726789637226,1.4662590009233163
KNYC,2022-02-09,2022-02-08 12:00:00+00:00,43.7420784491685,46.0,2.2579215508314974,0.978159973233364
KNYC,2022-02-10,2022-02-09 12:00:00+00:00,49.856271458871,54.0,4.143728541129001,1.224740645246149
KNYC,2022-02-11,2022-02-10 12:00:00+00:00,50.26515450238461,57.0,6.734845497615389,2.0807786685312406
KNYC,2022-02-12,2022-02-11 12:00:00+00:00,59.55967744261306,59.0,-0.559677442613058,3.5963428582613446
KNYC,2022-02-13,2022-02-12 12:00:00+00:00,39.48634285818682,42.0,2.5136571418131766,2.173767928998772
KNYC,2022-02-14,2022-02-13 12:00:00+00:00,38.65694417211524,25.0,-13.656944172115239,2.7232799463706843
KNYC,2022-02-15,2022-02-14 12:00:00+00:00,39.987043046222325,30.0,-9.987043046222325,1.6075229268256124
KNYC,2022-02-16,2022-02-15 12:00:00+00:00,46.324145084923444,49.0,2.675854915076556,1.622401560493611
KNYC,2022-02-17,2022-02-16 12:00:00+00:00,62.630185158479286,68.0,5.369814841520714,1.9827014435699224
KNYC,2022-02-18,2022-02-17 12:00:00+00:00,60.25264645111351,63.0,2.747353548886487,4.881578827545527
KNYC,2022-02-19,2022-02-18 12:00:00+00:00,38.3199661492504,40.0,1.6800338507496022,3.5729210104561027
KNYC,2022-02-20,2022-02-19 12:00:00+00:00,39.43850330948612,36.0,-3.438503309486123,2.036070891906673
KNYC,2022-02-21,2022-02-20 12:00:00+00:00,57.189035364423994,55.0,-2.1890353644239937,1.4750279874193022
KNYC,2022-02-22,2022-02-21 12:00:00+00:00,56.46498853850453,61.0,4.535011461495472,1.440622576047109
KNYC,2022-02-23,2022-02-22 12:00:00+00:00,66.71039038064919,68.0,1.2896096193508129,6.200684723701221
KNYC,2022-02-24,2022-02-23 12:00:00+00:00,38.147893759653535,35.0,-3.1478937596535346,3.2763698231663048
KNYC,2022-02-25,2022-02-24 12:00:00+00:00,42.06422898468363,41.0,-1.0642289846836306,3.8495218581890938
KNYC,2022-02-26,2022-02-25 12:00:00+00:00,39.444822813871546,37.0,-2.4448228138715464,1.1851619417282302
KNYC,2022-02-27,2022-02-26 12:00:00+00:00,46.53247912539531,48.0,1.4675208746046877,2.3961723706956173
KNYC,2022-02-28,2022-02-27 12:00:00+00:00,38.71210795406893,36.0,-2.7121079540689266,2.5621818323615013
KNYC,2022-03-01,2022-02-28 12:00:00+00:00,49.5861985105725,48.0,-1.5861985105725012,1.9590201214637404
KNYC,2022-03-02,2022-03-01 12:00:00+00:00,47.804322393128984,52.0,4.1956776068710155,1.9302954177470308
KNYC,2022-03-03,2022-03-02 12:00:00+00:00,40.42685952678806,48.0,7.573140473211943,3.882176287728611
KNYC,2022-03-04,2022-03-03 12:00:00+00:00,39.3080221227281,37.0,-2.3080221227280973,2.455233037923928
KNYC,2022-03-05,2022-03-04 12:00:00+00:00,48.130904896684044,46.0,-2.1309048966840436,1.3241406113740062
KNYC,2022-03-06,2022-03-05 12:00:00+00:00,65.96833940750484,68.0,2.0316605924951574,2.6256652099741555
KNYC,2022-03-07,2022-03-06 12:00:00+00:00,75.39185176906601,74.0,-1.3918517690660082,5.3120547992852165
KNYC,2022-03-08,2022-03-07 12:00:00+00:00,51.845501958931976,50.0,-1.845501958931976,2.18970574767606
KNYC,2022-03-09,2022-03-08 12:00:00+00:00,39.17463457966602,41.0,1.8253654203339806,2.0488597511932776
KNYC,2022-03-10,2022-03-09 12:00:00+00:00,48.617924606950254,51.0,2.382075393049746,1.5430645605045916
KNYC,2022-03-11,2022-03-10 12:00:00+00:00,50.83762885332408,55.0,4.162371146675923,1.4844542292549172
KNYC,2022-03-12,2022-03-11 12:00:00+00:00,46.01285963029095,48.0,1.9871403697090528,4.857613358537196
KNYC,2022-03-13,2022-03-12 12:00:00+00:00,39.08233882450592,35.0,-4.082338824505918,1.9647637665767528
KNYC,2022-03-14,2022-03-13 12:00:00+00:00,57.186095851395656,56.0,-1.186095851395656,1.3657995098424096
KNYC,2022-03-15,2022-03-14 12:00:00+00:00,66.96125731666405,68.0,1.038742683335954,1.1865161508772917
KNYC,2022-03-16,2022-03-15 12:00:00+00:00,62.70987163964959,67.0,4.290128360350408,2.3811991570124773
KNYC,2022-03-17,2022-03-16 12:00:00+00:00,52.59114752539682,53.0,0.4088524746031794,1.4529456174417648
KNYC,2022-03-18,2022-03-17 12:00:00+00:00,72.98462004718905,74.0,1.015379952810946,1.6123562202868782
KNYC,2022-03-19,2022-03-18 12:00:00+00:00,65.92228421074795,70.0,4.0777157892520535,3.08398669584091
KNYC,2022-03-20,2022-03-19 12:00:00+00:00,60.10959490294903,61.0,0.8904050970509729,1.728815394446111
KNYC,2022-03-21,2022-03-20 12:00:00+00:00,62.33948711337425,62.0,-0.339487113374247,2.485271702560356
KNYC,2022-03-22,2022-03-21 12:00:00+00:00,60.896436833478774,58.0,-2.8964368334787736,2.9252943573133434
KNYC,2022-03-23,2022-03-22 12:00:00+00:00,49.18472309787433,49.0,-0.1847230978743326,1.8121833121301945
KNYC,2022-03-24,2022-03-23 12:00:00+00:00,53.82048581354061,47.0,-6.820485813540607,1.8199285385586053
KNYC,2022-03-25,2022-03-24 12:00:00+00:00,62.405924054242945,60.0,-2.405924054242945,2.614942416616901
KNYC,2022-03-26,2022-03-25 12:00:00+00:00,51.41087083687652,53.0,1.5891291631234807,3.194808463419649
KNYC,2022-03-27,2022-03-26 12:00:00+00:00,46.069039243120734,46.0,-0.06903924312073428,4.496290697781226
KNYC,2022-03-28,2022-03-27 12:00:00+00:00,39.69784335079832,33.0,-6.697843350798323,2.862929893312581
KNYC,2022-03-29,2022-03-28 12:00:00+00:00,39.70495625440217,38.0,-1.7049562544021697,3.113314822430234
KNYC,2022-03-30,2022-03-29 12:00:00+00:00,45.84435580666199,47.0,1.1556441933380128,3.765742100164152
KNYC,2022-03-31,2022-03-30 12:00:00+00:00,70.49457487882886,66.0,-4.494574878828857,2.7534284671772937
KNYC,2022-04-01,2022-03-31 12:00:00+00:00,63.20080303082603,61.0,-2.2008030308260302,2.134689533290101
KNYC,2022-04-02,2022-04-01 12:00:00+00:00,54.89706146838659,54.0,-0.897061468386589,2.565704655673508
KNYC,2022-04-03,2022-04-02 12:00:00+00:00,48.49854468737477,48.0,-0.49854468737476765,3.679116523027115
KNYC,2022-04-04,2022-04-03 12:00:00+00:00,54.87068031099927,54.0,-0.8706803109992691,1.8829000480446665
KNYC,2022-04-05,2022-04-04 12:00:00+00:00,53.55511510185257,57.0,3.4448848981474285,2.9575901780557112
KNYC,2022-04-06,2022-04-05 12:00:00+00:00,54.42305810402035,53.0,-1.423058104020349,1.69649821046471
KNYC,2022-04-07,2022-04-06 12:00:00+00:00,55.17396069714438,54.0,-1.1739606971443806,1.6612104376110537
KNYC,2022-04-08,2022-04-07 12:00:00+00:00,63.883381951784145,65.0,1.1166180482158552,1.1755506879748132
KNYC,2022-04-09,2022-04-08 12:00:00+00:00,55.69467650132884,55.0,-0.6946765013288427,2.956986737640284
KNYC,2022-04-10,2022-04-09 12:00:00+00:00,52.895152336388534,50.0,-2.8951523363885343,1.6445845018392038
KNYC,2022-04-11,2022-04-10 12:00:00+00:00,60.83686631141517,61.0,0.16313368858482846,1.9792250217482417
KNYC,2022-04-12,2022-04-11 12:00:00+00:00,72.82452601053613,72.0,-0.8245260105361325,2.521395768078439
KNYC,2022-04-13,2022-04-12 12:00:00+00:00,74.07948064172282,71.0,-3.0794806417228244,2.977619980924554
KNYC,2022-04-14,2022-04-13 12:00:00+00:00,84.11500514247545,79.0,-5.115005142475454,4.422014150754333
KNYC,2022-04-15,2022-04-14 12:00:00+00:00,72.17282421649045,70.0,-2.1728242164904543,1.3078227076677993
KNYC,2022-04-16,2022-04-15 12:00:00+00:00,71.264389988414,73.0,1.7356100115860045,3.7319482338053
KNYC,2022-04-17,2022-04-16 12:00:00+00:00,51.55979857127319,51.0,-0.5597985712731912,2.265281231722753
KNYC,2022-04-18,2022-04-17 12:00:00+00:00,53.6881311248663,54.0,0.31186887513369754,1.77819084978984
KNYC,2022-04-19,2022-04-18 12:00:00+00:00,54.12924109450517,50.0,-4.1292410945051685,4.885885231545093
KNYC,2022-04-20,2022-04-19 12:00:00+00:00,56.48412676909962,60.0,3.5158732309003824,2.330645273525742
KNYC,2022-04-21,2022-04-20 12:00:00+00:00,60.40263487583923,59.0,-1.402634875839233,1.4283837980317569
KNYC,2022-04-22,2022-04-21 12:00:00+00:00,71.25694571145593,70.0,-1.256945711455927,3.4768299892079577
KNYC,2022-04-23,2022-04-22 12:00:00+00:00,61.116849822266175,65.0,3.8831501777338246,3.608491960981982
KNYC,2022-04-24,2022-04-23 12:00:00+00:00,63.59758254619088,63.0,-0.5975825461908784,2.240364627902449
KNYC,2022-04-25,2022-04-24 12:00:00+00:00,64.00043825126595,58.0,-6.0004382512659475,1.375734262921131
KNYC,2022-04-26,2022-04-25 12:00:00+00:00,63.29955374138467,60.0,-3.2995537413846705,3.102459331698519
KNYC,2022-04-27,2022-04-26 12:00:00+00:00,57.09031330477391,58.0,0.9096866952260925,3.0662291806410904
KNYC,2022-04-28,2022-04-27 12:00:00+00:00,53.687354865806334,58.0,4.312645134193666,2.728172326241279
KNYC,2022-04-29,2022-04-28 12:00:00+00:00,62.838540352057514,63.0,0.16145964794248613,2.904904275109544
KNYC,2022-04-30,2022-04-29 12:00:00+00:00,68.39968755448294,68.0,-0.3996875544829379,2.6767973893846007
KNYC,2022-05-01,2022-04-30 12:00:00+00:00,70.27240019715332,69.0,-1.272400197153317,1.776443354368872
KNYC,2022-05-02,2022-05-01 12:00:00+00:00,57.018481323929635,56.0,-1.0184813239296346,3.443561217541722
KNYC,2022-05-03,2022-05-02 12:00:00+00:00,63.89368199764942,62.0,-1.8936819976494235,2.493078842749419
KNYC,2022-05-04,2022-05-03 12:00:00+00:00,64.96146913415566,65.0,0.038530865844336404,3.796790754513574
KNYC,2022-05-05,2022-05-04 12:00:00+00:00,74.31969332006642,74.0,-0.3196933200664205,2.24520450963242
KNYC,2022-05-06,2022-05-05 12:00:00+00:00,59.351753115290265,61.0,1.6482468847097351,1.3419308857387744
KNYC,2022-05-07,2022-05-06 12:00:00+00:00,52.04344698939631,50.0,-2.0434469893963083,2.5046192891905994
KNYC,2022-05-08,2022-05-07 12:00:00+00:00,52.713176873084244,58.0,5.286823126915756,4.63291267955754
KNYC,2022-05-09,2022-05-08 12:00:00+00:00,66.80607344054636,70.0,3.1939265594536437,3.432079633789486
KNYC,2022-05-10,2022-05-09 12:00:00+00:00,71.23518669624109,73.0,1.7648133037589133,3.712585710428704
KNYC,2022-05-11,2022-05-10 12:00:00+00:00,70.705887812738,75.0,4.294112187262002,2.6087868871976587
KNYC,2022-05-12,2022-05-11 12:00:00+00:00,72.53386977743493,75.0,2.46613022256507,1.9003826807944708
KNYC,2022-05-13,2022-05-12 12:00:00+00:00,68.31574662523433,72.0,3.6842533747656745,2.4445954550827897
KNYC,2022-05-14,2022-05-13 12:00:00+00:00,73.70919987550467,72.0,-1.709199875504666,2.544170788603939
KNYC,2022-05-15,2022-05-14 12:00:00+00:00,76.88736425086954,76.0,-0.8873642508695383,3.2290879654602618
KNYC,2022-05-16,2022-05-15 12:00:00+00:00,77.7275668586671,75.0,-2.727566858667103,3.865671725715001
KNYC,2022-05-17,2022-05-16 12:00:00+00:00,75.06738075798565,77.0,1.9326192420143542,2.928918479087647
KNYC,2022-05-18,2022-05-17 12:00:00+00:00,74.03974851312626,72.0,-2.0397485131262556,2.552463120150012
KNYC,2022-05-19,2022-05-18 12:00:00+00:00,69.11859048533563,66.0,-3.1185904853356305,4.789106559895618
KNYC,2022-05-20,2022-05-19 12:00:00+00:00,74.91403896879,69.0,-5.9140389687899955,3.133617552423225
KNYC,2022-05-21,2022-05-20 12:00:00+00:00,89.35063299439915,90.0,0.6493670056008511,2.261551480803581
KNYC,2022-05-22,2022-05-21 12:00:00+00:00,90.6352807819522,89.0,-1.6352807819522042,2.6744107374252093
KNYC,2022-05-23,2022-05-22 12:00:00+00:00,74.8923942931927,73.0,-1.8923942931926945,2.3414395241611894
KNYC,2022-05-24,2022-05-23 12:00:00+00:00,68.51643748852172,67.0,-1.5164374885217171,2.6459428480494878
KNYC,2022-05-25,2022-05-24 12:00:00+00:00,71.31090168115604,70.0,-1.3109016811560394,1.8400099195980864
KNYC,2022-05-26,2022-05-25 12:00:00+00:00,66.49444408452585,70.0,3.5055559154741474,2.0158127511514303
KNYC,2022-05-27,2022-05-26 12:00:00+00:00,76.2475312995785,80.0,3.7524687004215025,2.5261790972096394
KNYC,2022-05-28,2022-05-27 12:00:00+00:00,75.13836960544873,74.0,-1.1383696054487302,2.5852017931255493
KNYC,2022-05-29,2022-05-28 12:00:00+00:00,77.39396672045746,77.0,-0.3939667204574562,2.9528708631430494
KNYC,2022-05-30,2022-05-29 12:00:00+00:00,84.50397632949463,84.0,-0.503976329494634,1.390070278871964
KNYC,2022-05-31,2022-05-30 12:00:00+00:00,91.87778905496022,93.0,1.1222109450397824,5.677781229830288
KNYC,2022-06-01,2022-05-31 12:00:00+00:00,73.50450878486163,72.0,-1.5045087848616276,4.691851982604506
KNYC,2022-06-02,2022-06-01 12:00:00+00:00,79.75129228230927,79.0,-0.7512922823092651,4.466199704257866
KNYC,2022-06-03,2022-06-02 12:00:00+00:00,76.49284724770682,76.0,-0.49284724770681976,3.5731136380496915
KNYC,2022-06-04,2022-06-03 12:00:00+00:00,81.286206964181,80.0,-1.2862069641810052,2.9291491308588857
KNYC,2022-06-05,2022-06-04 12:00:00+00:00,75.99172869264326,77.0,1.0082713073567362,1.8429893658804395
KNYC,2022-06-06,2022-06-05 12:00:00+00:00,80.50563525344388,80.0,-0.5056352534438844,1.641957964187208
KNYC,2022-06-07,2022-06-06 12:00:00+00:00,76.8861478258738,78.0,1.113852174126194,1.731412836621617
KNYC,2022-06-08,2022-06-07 12:00:00+00:00,81.34889412086062,82.0,0.6511058791393793,1.8961865563158948
KNYC,2022-06-09,2022-06-08 12:00:00+00:00,80.507623801321,81.0,0.49237619867899696,3.0925847312245507
KNYC,2022-06-10,2022-06-09 12:00:00+00:00,80.2030291694441,77.0,-3.2030291694440933,1.9523090743450355
KNYC,2022-06-11,2022-06-10 12:00:00+00:00,78.57219324009426,74.0,-4.572193240094265,4.7809809790723765
KNYC,2022-06-12,2022-06-11 12:00:00+00:00,75.15189984182423,72.0,-3.151899841824232,3.4508136623658623
KNYC,2022-06-13,2022-06-12 12:00:00+00:00,82.25336403699494,85.0,2.746635963005062,2.491936541985809
KNYC,2022-06-14,2022-06-13 12:00:00+00:00,82.41921813343687,81.0,-1.4192181334368712,5.3867542968032085
KNYC,2022-06-15,2022-06-14 12:00:00+00:00,82.60462362309505,83.0,0.39537637690494876,2.36740812893226
KNYC,2022-06-16,2022-06-15 12:00:00+00:00,76.1450506462634,71.0,-5.1450506462634,2.4235801151202496
KNYC,2022-06-17,2022-06-16 12:00:00+00:00,87.87075452683983,88.0,0.129245473160168,1.8661181889938023
KNYC,2022-06-18,2022-06-17 12:00:00+00:00,71.29001517173991,75.0,3.7099848282600902,2.3391984607817395
KNYC,2022-06-19,2022-06-18 12:00:00+00:00,73.01476265354911,73.0,-0.01476265354911277,3.3163282294900696
KNYC,2022-06-20,2022-06-19 12:00:00+00:00,79.14324706590459,78.0,-1.143247065904589,2.296453957999872
KNYC,2022-06-21,2022-06-20 12:00:00+00:00,80.31614279830775,80.0,-0.3161427983077516,5.193641436811184
KNYC,2022-06-22,2022-06-21 12:00:00+00:00,69.61437452798283,67.0,-2.6143745279828323,5.40279131658013
KNYC,2022-06-23,2022-06-22 12:00:00+00:00,73.50723970642811,74.0,0.4927602935718909,4.00316183438607
KNYC,2022-06-24,2022-06-23 12:00:00+00:00,81.18658456269377,81.0,-0.186584562693767,2.37147477691012
KNYC,2022-06-25,2022-06-24 12:00:00+00:00,88.47076170243238,90.0,1.5292382975676162,1.5722898986319496
KNYC,2022-06-26,2022-06-25 12:00:00+00:00,87.42913274120328,89.0,1.5708672587967243,1.7384977471241616
KNYC,2022-06-27,2022-06-26 12:00:00+00:00,80.74240277635748,77.0,-3.74240277635748,4.138099521227568
KNYC,2022-06-28,2022-06-27 12:00:00+00:00,79.15252871281108,79.0,-0.15252871281107616,2.765787330050647
KNYC,2022-06-29,2022-06-28 12:00:00+00:00,83.14099287118061,84.0,0.8590071288193855,1.7085886341303134
KNYC,2022-06-30,2022-06-29 12:00:00+00:00,89.2592228210329,86.0,-3.259222821032907,1.957604120888833
KNYC,2022-07-01,2022-06-30 12:00:00+00:00,91.85260397887147,91.0,-0.8526039788714712,1.9302994894276049
KNYC,2022-07-02,2022-07-01 12:00:00+00:00,84.59414817325859,87.0,2.4058518267414115,3.2331397518169096
KNYC,2022-07-03,2022-07-02 12:00:00+00:00,84.12333400690842,88.0,3.876665993091578,3.623471523713524
KNYC,2022-07-04,2022-07-03 12:00:00+00:00,83.906412938743,85.0,1.0935870612569971,2.8206608174185006
KNYC,2022-07-05,2022-07-04 12:00:00+00:00,84.87781237840862,87.0,2.1221876215913795,4.390961241344074
KNYC,2022-07-06,2022-07-05 12:00:00+00:00,88.04607133768616,85.0,-3.0460713376861577,2.094214911282503
KNYC,2022-07-07,2022-07-06 12:00:00+00:00,79.64995913169962,84.0,4.350040868300383,5.228042616689844
KNYC,2022-07-08,2022-07-07 12:00:00+00:00,85.91915841323994,83.0,-2.9191584132399413,1.9302433606177265
KNYC,2022-07-09,2022-07-08 12:00:00+00:00,81.19864137223131,85.0,3.8013586277686926,4.112797794578341
KNYC,2022-07-10,2022-07-09 12:00:00+00:00,83.20173552409251,83.0,-0.20173552409251272,1.9770193567408487
KNYC,2022-07-11,2022-07-10 12:00:00+00:00,83.97236020053829,85.0,1.02763979946171,1.291605578189643
KNYC,2022-07-12,2022-07-11 12:00:00+00:00,90.68172414203464,90.0,-0.6817241420346392,2.0193040060244107
KNYC,2022-07-13,2022-07-12 12:00:00+00:00,90.27066227404022,91.0,0.7293377259597804,1.995467377225132
KNYC,2022-07-14,2022-07-13 12:00:00+00:00,88.99022035578625,90.0,1.0097796442137508,2.514248999890669
KNYC,2022-07-15,2022-07-14 12:00:00+00:00,85.37561915529437,86.0,0.6243808447056267,1.8814729703037163
KNYC,2022-07-16,2022-07-15 12:00:00+00:00,82.95517926725708,85.0,2.04482073274292,2.2902881322794766
KNYC,2022-07-17,2022-07-16 12:00:00+00:00,82.79706374501282,83.0,0.20293625498717915,2.5664735311522167
KNYC,2022-07-18,2022-07-17 12:00:00+00:00,83.01823766255126,81.0,-2.0182376625512575,2.7546685483319493
KNYC,2022-07-19,2022-07-18 12:00:00+00:00,90.29276195504912,90.0,-0.29276195504911584,1.6253999397445278
KNYC,2022-07-20,2022-07-19 12:00:00+00:00,90.95300062320621,95.0,4.046999376793792,1.6594877651510125
KNYC,2022-07-21,2022-07-20 12:00:00+00:00,90.97570979818049,92.0,1.024290201819511,1.7035138389719335
KNYC,2022-07-22,2022-07-21 12:00:00+00:00,91.44372048524717,94.0,2.5562795147528306,1.2378914986766358
KNYC,2022-07-23,2022-07-22 12:00:00+00:00,91.51346688884858,95.0,3.4865331111514166,1.2903575718199094
KNYC,2022-07-24,2022-07-23 12:00:00+00:00,91.22703710814287,95.0,3.7729628918571336,1.7602440362107423
KNYC,2022-07-25,2022-07-24 12:00:00+00:00,91.20475432972901,86.0,-5.204754329729013,3.5438828190240343
KNYC,2022-07-26,2022-07-25 12:00:00+00:00,84.44875253346643,81.0,-3.4487525334664326,2.701406240547315
KNYC,2022-07-27,2022-07-26 12:00:00+00:00,85.76745862234401,85.0,-0.7674586223440087,3.840111834003076
KNYC,2022-07-28,2022-07-27 12:00:00+00:00,90.96758420018749,87.0,-3.9675842001874884,2.185842949724808
KNYC,2022-07-29,2022-07-28 12:00:00+00:00,88.96632693182374,85.0,-3.966326931823744,4.078481339974118
KNYC,2022-07-30,2022-07-29 12:00:00+00:00,88.94567019926035,87.0,-1.9456701992603485,2.037153717380838
KNYC,2022-07-31,2022-07-30 12:00:00+00:00,87.37712836181248,86.0,-1.3771283618124812,2.6229912774307804
KNYC,2022-08-01,2022-07-31 12:00:00+00:00,79.10440746914465,77.0,-2.104407469144647,2.6535584711428406
KNYC,2022-08-02,2022-08-01 12:00:00+00:00,91.95139537916417,90.0,-1.9513953791641683,2.2072895841494904
KNYC,2022-08-03,2022-08-02 12:00:00+00:00,91.7893594846672,89.0,-2.7893594846672016,1.8355641812328696
KNYC,2022-08-04,2022-08-03 12:00:00+00:00,91.83886714407133,93.0,1.1611328559286704,2.394506438634877
KNYC,2022-08-05,2022-08-04 12:00:00+00:00,91.92842750163703,89.0,-2.9284275016370316,3.670616174386919
KNYC,2022-08-06,2022-08-05 12:00:00+00:00,90.76369708815241,92.0,1.236302911847588,2.504781246767466
KNYC,2022-08-07,2022-08-06 12:00:00+00:00,91.3472042719764,92.0,0.6527957280236052,2.942476539235681
KNYC,2022-08-08,2022-08-07 12:00:00+00:00,91.80102121219365,93.0,1.1989787878063538,1.2174995294813056
KNYC,2022-08-09,2022-08-08 12:00:00+00:00,91.81593271593105,97.0,5.184067284068945,3.554613375743388
KNYC,2022-08-10,2022-08-09 12:00:00+00:00,87.28413039179496,87.0,-0.28413039179496025,1.919597977597808
KNYC,2022-08-11,2022-08-10 12:00:00+00:00,88.50903929246661,89.0,0.4909607075333895,4.31690672149128
KNYC,2022-08-12,2022-08-11 12:00:00+00:00,83.92216224404638,85.0,1.0778377559536239,1.7284349979707545
KNYC,2022-08-13,2022-08-12 12:00:00+00:00,83.59028791837467,79.0,-4.5902879183746705,2.9400119118196826
KNYC,2022-08-14,2022-08-13 12:00:00+00:00,83.11840157733609,82.0,-1.118401577336087,1.7656865735652925
KNYC,2022-08-15,2022-08-14 12:00:00+00:00,83.64976868828391,83.0,-0.6497686882839133,2.035230993514774
KNYC,2022-08-16,2022-08-15 12:00:00+00:00,82.82019056470668,83.0,0.17980943529332194,1.7556492951377962
KNYC,2022-08-17,2022-08-16 12:00:00+00:00,79.18736957966726,81.0,1.812630420332738,3.523876539615004
KNYC,2022-08-18,2022-08-17 12:00:00+00:00,84.03738465188263,87.0,2.9626153481173674,1.368902457745612
KNYC,2022-08-19,2022-08-18 12:00:00+00:00,89.8249666145361,90.0,0.17503338546390523,1.7500698289988308
KNYC,2022-08-20,2022-08-19 12:00:00+00:00,89.45650236383636,90.0,0.5434976361636359,1.9953753924292983
KNYC,2022-08-21,2022-08-20 12:00:00+00:00,83.66989438639084,82.0,-1.6698943863908369,1.1311829155869564
KNYC,2022-08-22,2022-08-21 12:00:00+00:00,79.44077980206922,79.0,-0.4407798020692155,3.874425652605713
KNYC,2022-08-23,2022-08-22 12:00:00+00:00,84.12945581890764,86.0,1.870544181092356,1.4425120523349224
KNYC,2022-08-24,2022-08-23 12:00:00+00:00,87.11767603932452,90.0,2.8823239606754782,1.5164944283098418
KNYC,2022-08-25,2022-08-24 12:00:00+00:00,91.68732718199999,91.0,-0.68732718199999,1.2704429599989535
