alias_status,canonical_station_id,daily_bright_sunshine_duration_end,daily_bright_sunshine_duration_start,daily_cloud_to_cloud_lightning_end,daily_cloud_to_cloud_lightning_start,daily_cloud_to_ground_lightning_end,daily_cloud_to_ground_lightning_start,daily_daily_maximum_temperature_end,daily_daily_maximum_temperature_start,daily_daily_minimum_temperature_end,daily_daily_minimum_temperature_start,daily_daily_rainfall_end,daily_daily_rainfall_start,daily_evaporation_end,daily_evaporation_start,daily_global_solar_radiation_end,daily_global_solar_radiation_start,daily_grass_minimum_temperature_end,daily_grass_minimum_temperature_start,daily_mean_cloud_amount_end,daily_mean_cloud_amount_start,daily_mean_dew_point_temperature_end,daily_mean_dew_point_temperature_start,daily_mean_relative_humidity_end,daily_mean_relative_humidity_start,daily_mean_sea_level_pressure_end,daily_mean_sea_level_pressure_start,daily_mean_temperature_end,daily_mean_temperature_start,daily_mean_wet_bulb_temperature_end,daily_mean_wet_bulb_temperature_start,daily_mean_wind_speed_end,daily_mean_wind_speed_start,daily_prevailing_wind_direction_end,daily_prevailing_wind_direction_start,daily_reduced_visibility_hours_end,daily_reduced_visibility_hours_start,daily_sea_temperature_am_end,daily_sea_temperature_am_start,daily_sea_temperature_end,daily_sea_temperature_pm_end,daily_sea_temperature_pm_start,daily_sea_temperature_start,elevation_m,feed_membership,latitude,longitude,network,notes,official_code_status,official_station_code,selected_hf_end,selected_hf_start,source_evidence,station_name,target_station,temperature_cutoff_end,temperature_cutoff_rows,temperature_cutoff_start
unmerged_name_preserved,hko_name:hong_kong_territory,,,2026-05-31,2005-06-21,2026-05-31,2005-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"daily_climate:cloud_to_cloud_lightning,daily_climate:cloud_to_ground_lightning,daily_climate:cloud_to_ground_lightning,cloud_to_cloud_lightning",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\bronze\analysis_phase_a\hko_daily_climate_elements.parquet,goal_required_station_list",Hong Kong Territory,False,,,
unmerged_name_preserved,hko_name:kai_tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"latest_10min_wind:max_wind_gust_kmh,latest_10min_wind:mean_wind_speed_kmh,wind_10min",,,HKO,,pending_official_metadata_resolution,,2026-06-18 15:30:00+08:00,2021-12-29 08:50:00+08:00,"C:\hkg_tmax_data\bronze\analysis_phase_a\hko_high_frequency_selected_station_observations.parquet,goal_required_station_list",Kai Tak,False,,,
unmerged_name_preserved,hko_name:kai_tak_runway_park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Kai Tak Runway Park,False,2026-06-18,1925,2020-06-30
unmerged_name_preserved,hko_name:kau_sai_chau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,silver_cutoff_temperature,since_midnight_maxmin,solar_1min,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Kau Sai Chau,False,2026-06-18,1918,2020-06-30
unmerged_name_preserved,hko_name:kings_park,2026-05-31,1961-01-01,,,,,,,,,,,2026-05-31,1968-01-01,2026-05-31,1978-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,"daily_climate:bright_sunshine,global_solar_radiation,evaporation,daily_climate:bright_sunshine_duration,daily_climate:evaporation,daily_climate:global_solar_radiation,humidity_1min,latest_10min_wind:max_wind_gust_kmh,latest_10min_wind:mean_wind_speed_kmh,latest_1min_solar:diffuse_solar_wm2,latest_1min_solar:direct_solar_wm2,latest_1min_solar:global_solar_wm2,silver_cutoff_temperature,since_midnight_maxmin,solar_1min,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,2026-06-18 15:30:00+08:00,2021-06-28 08:40:00+08:00,"C:\hkg_tmax_data\bronze\analysis_phase_a\hko_daily_climate_elements.parquet,C:\hkg_tmax_data\bronze\analysis_phase_a\hko_high_frequency_selected_station_observations.parquet,C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",King's Park,False,2026-06-18,1952,2020-06-30
unmerged_name_preserved,hko_name:kowloon_city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Kowloon City,False,2026-06-18,1944,2020-06-30
unmerged_name_preserved,hko_name:kwun_tong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"silver_cutoff_temperature,since_midnight_maxmin,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Kwun Tong,False,2026-06-18,1944,2020-06-30
unmerged_name_preserved,hko_name:lamma_island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wind_10min,,,HKO,,pending_official_metadata_resolution,,,,goal_required_station_list,Lamma Island,False,,,
unmerged_name_preserved,hko_name:lau_fau_shan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,latest_10min_wind:max_wind_gust_kmh,latest_10min_wind:mean_wind_speed_kmh,pressure_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,2026-06-18 15:30:00+08:00,2021-12-29 08:50:00+08:00,"C:\hkg_tmax_data\bronze\analysis_phase_a\hko_high_frequency_selected_station_observations.parquet,C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Lau Fau Shan,False,2026-06-18,1923,2020-06-30
unmerged_name_preserved,hko_name:ngong_ping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Ngong Ping,False,2026-06-18,1652,2020-10-08
unmerged_name_preserved,hko_name:north_point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-31,1974-06-18,,2026-05-31,1974-06-18,,,"daily_climate:sea_temperature_am,daily_climate:sea_temperature_am,sea_temperature_pm,daily_climate:sea_temperature_pm,wind_10min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\bronze\analysis_phase_a\hko_daily_climate_elements.parquet,goal_required_station_list",North Point,False,,,
unmerged_name_preserved,hko_name:pak_tam_chung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Pak Tam Chung,False,2026-06-18,1929,2020-06-30
unmerged_name_preserved,hko_name:peng_chau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,pressure_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Peng Chau,False,2026-06-18,1940,2020-06-30
unmerged_name_preserved,hko_name:sai_kung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,latest_10min_wind:max_wind_gust_kmh,latest_10min_wind:mean_wind_speed_kmh,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,2026-06-18 15:30:00+08:00,2021-12-29 08:50:00+08:00,"C:\hkg_tmax_data\bronze\analysis_phase_a\hko_high_frequency_selected_station_observations.parquet,C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Sai Kung,False,2026-06-18,1949,2020-06-30
unmerged_name_preserved,hko_name:sha_chau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wind_10min,,,HKO,,pending_official_metadata_resolution,,,,goal_required_station_list,Sha Chau,False,,,
unmerged_name_preserved,hko_name:sha_tin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,latest_10min_wind:max_wind_gust_kmh,latest_10min_wind:mean_wind_speed_kmh,pressure_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,2026-06-18 15:30:00+08:00,2021-12-29 08:50:00+08:00,"C:\hkg_tmax_data\bronze\analysis_phase_a\hko_high_frequency_selected_station_observations.parquet,C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Sha Tin,False,2026-06-18,1935,2020-06-30
unmerged_name_preserved,hko_name:sham_shui_po,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"silver_cutoff_temperature,since_midnight_maxmin,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Sham Shui Po,False,2026-06-18,1941,2020-06-30
unmerged_name_preserved,hko_name:shau_kei_wan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Shau Kei Wan,False,2026-06-18,1945,2020-06-30
unmerged_name_preserved,hko_name:shek_kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,pressure_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Shek Kong,False,2026-06-18,1745,2020-07-03
unmerged_name_preserved,hko_name:sheung_shui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,pressure_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Sheung Shui,False,2026-06-18,1948,2020-06-30
unmerged_name_preserved,hko_name:stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Stanley,False,2026-06-18,1930,2020-06-30
unmerged_name_preserved,hko_name:star_ferry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wind_10min,,,HKO,,pending_official_metadata_resolution,,,,goal_required_station_list,Star Ferry,False,,,
unmerged_name_preserved,hko_name:ta_kwu_ling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,latest_10min_wind:max_wind_gust_kmh,latest_10min_wind:mean_wind_speed_kmh,pressure_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,2026-06-18 15:30:00+08:00,2021-12-29 08:50:00+08:00,"C:\hkg_tmax_data\bronze\analysis_phase_a\hko_high_frequency_selected_station_observations.parquet,C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Ta Kwu Ling,False,2026-06-18,1947,2020-06-30
unmerged_name_preserved,hko_name:tai_lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Tai Lung,False,2026-06-18,1945,2020-06-30
unmerged_name_preserved,hko_name:tai_mei_tuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Tai Mei Tuk,False,2026-06-18,1928,2020-06-30
unmerged_name_preserved,hko_name:tai_mo_shan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"silver_cutoff_temperature,since_midnight_maxmin,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Tai Mo Shan,False,2026-06-18,1938,2020-06-30
unmerged_name_preserved,hko_name:tai_po,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,pressure_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Tai Po,False,2026-06-18,1946,2020-06-30
unmerged_name_preserved,hko_name:tai_po_kau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wind_10min,,,HKO,,pending_official_metadata_resolution,,,,goal_required_station_list,Tai Po Kau,False,,,
unmerged_name_preserved,hko_name:tap_mun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wind_10min,,,HKO,,pending_official_metadata_resolution,,,,goal_required_station_list,Tap Mun,False,,,
unmerged_name_preserved,hko_name:tates_cairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Tate's Cairn,False,2026-06-18,1948,2020-06-30
unmerged_name_preserved,hko_name:the_peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"silver_cutoff_temperature,since_midnight_maxmin,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",The Peak,False,2026-06-18,1932,2020-06-30
unmerged_name_preserved,hko_name:tseung_kwan_o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,latest_10min_wind:max_wind_gust_kmh,latest_10min_wind:mean_wind_speed_kmh,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,2026-06-18 15:30:00+08:00,2021-12-29 08:50:00+08:00,"C:\hkg_tmax_data\bronze\analysis_phase_a\hko_high_frequency_selected_station_observations.parquet,C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Tseung Kwan O,False,2026-06-18,1941,2020-06-30
unmerged_name_preserved,hko_name:tsing_yi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Tsing Yi,False,2026-06-18,1943,2020-06-30
unmerged_name_preserved,hko_name:tsuen_wan_ho_koon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Tsuen Wan Ho Koon,False,2026-06-18,1947,2020-06-30
unmerged_name_preserved,hko_name:tsuen_wan_shing_mun_valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Tsuen Wan Shing Mun Valley,False,2026-06-18,1943,2020-06-30
unmerged_name_preserved,hko_name:tuen_mun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Tuen Mun,False,2026-06-18,1950,2020-06-30
unmerged_name_preserved,hko_name:waglan_island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-31,1975-01-01,2026-05-31,1975-01-01,,,,,2026-05-31,,,1990-01-01,,"daily_climate:mean_wind_speed,daily_climate:prevailing_wind_direction,daily_climate:prevailing_wind_direction,wind_speed,sea_temperature,daily_climate:sea_temperature,humidity_1min,latest_10min_wind:max_wind_gust_kmh,latest_10min_wind:mean_wind_speed_kmh,pressure_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,2026-06-18 15:30:00+08:00,2021-12-29 08:50:00+08:00,"C:\hkg_tmax_data\bronze\analysis_phase_a\hko_daily_climate_elements.parquet,C:\hkg_tmax_data\bronze\analysis_phase_a\hko_high_frequency_selected_station_observations.parquet,C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Waglan Island,False,2026-06-18,1910,2020-06-30
unmerged_name_preserved,hko_name:wetland_park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,latest_10min_wind:max_wind_gust_kmh,latest_10min_wind:mean_wind_speed_kmh,pressure_1min,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,2026-06-18 15:20:00+08:00,2021-12-29 08:50:00+08:00,"C:\hkg_tmax_data\bronze\analysis_phase_a\hko_high_frequency_selected_station_observations.parquet,C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Wetland Park,False,2026-06-18,1946,2020-06-30
unmerged_name_preserved,hko_name:wong_chuk_han,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wind_10min,,,HKO,Potential source typo or separate wind-row alias; not merged with Wong Chuk Hang.,pending_official_metadata_resolution,,,,goal_required_station_list,Wong Chuk Han,False,,,
unmerged_name_preserved,hko_name:wong_chuk_hang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humidity_1min,latest_10min_wind:max_wind_gust_kmh,latest_10min_wind:mean_wind_speed_kmh,silver_cutoff_temperature,since_midnight_maxmin,temperature_1min,wind_10min",,,HKO,,pending_official_metadata_resolution,,2026-06-18 15:30:00+08:00,2021-12-29 08:50:00+08:00,"C:\hkg_tmax_data\bronze\analysis_phase_a\hko_high_frequency_selected_station_observations.parquet,C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Wong Chuk Hang,False,2026-06-18,1947,2020-06-30
